cursor,owner,name,repoUrl,clients,prUrl,title,number,state,draft,files,javaFiles,baseRepo,baseRef,baseRefPrefix,headRepo,headRef,headRefPrefix,createdAt,publishedAt,mergedAt,closedAt
Y3Vyc29yOjcx,brettwooldridge,HikariCP,https://github.com/brettwooldridge/HikariCP,90764,https://github.com/brettwooldridge/HikariCP/pull/1442,Make HikariConfig able to retrieve passwords dynamically from a password supplier,1442,OPEN,false,2,2,brettwooldridge/HikariCP,dev,refs/heads/,tucu00/HikariCP,dev,refs/heads/,2019-09-04,2019-09-04,,
Y3Vyc29yOjgz,OpenAPITools,openapi-generator,https://github.com/OpenAPITools/openapi-generator,9874,https://github.com/OpenAPITools/openapi-generator/pull/13995,[JavaSpring] fix missing description in @Operation annotation,13995,OPEN,false,78,77,OpenAPITools/openapi-generator,master,refs/heads/,ziegler-daniel/openapi-generator,fix/java_spring_missing_description_in_operation_annotation,refs/heads/,2022-11-11,2022-11-11,,
Y3Vyc29yOjgz,OpenAPITools,openapi-generator,https://github.com/OpenAPITools/openapi-generator,9874,https://github.com/OpenAPITools/openapi-generator/pull/13993,[Java][Native] handle empty response body,13993,OPEN,false,13,12,OpenAPITools/openapi-generator,master,refs/heads/,borsch/openapi-generator,java-native-handle-empty-response,refs/heads/,2022-11-11,2022-11-11,,
Y3Vyc29yOjgz,OpenAPITools,openapi-generator,https://github.com/OpenAPITools/openapi-generator,9874,https://github.com/OpenAPITools/openapi-generator/pull/13983,Add support for @GZIP in jaxrs-spec Quarkus templates,13983,OPEN,false,6,2,OpenAPITools/openapi-generator,master,refs/heads/,coiouhkc/openapi-generator,feature/java-jax-rs-spec-quarkus-use-gzip-feature-support,refs/heads/,2022-11-10,2022-11-10,,
Y3Vyc29yOjgz,OpenAPITools,openapi-generator,https://github.com/OpenAPITools/openapi-generator,9874,https://github.com/OpenAPITools/openapi-generator/pull/13982,feat(password): add `isPassword` codegen property,13982,OPEN,false,7,7,OpenAPITools/openapi-generator,master,refs/heads/,rbioteau/openapi-generator,feat/9124_isPassword_codegen_property,refs/heads/,2022-11-10,2022-11-10,,
Y3Vyc29yOjgz,OpenAPITools,openapi-generator,https://github.com/OpenAPITools/openapi-generator,9874,https://github.com/OpenAPITools/openapi-generator/pull/13980,Support deep linking of refs,13980,OPEN,false,1,1,OpenAPITools/openapi-generator,master,refs/heads/,tkalmar/openapi-generator,master,refs/heads/,2022-11-10,2022-11-10,,
Y3Vyc29yOjgz,OpenAPITools,openapi-generator,https://github.com/OpenAPITools/openapi-generator,9874,https://github.com/OpenAPITools/openapi-generator/pull/13976,enable User-defined templates to work with the gradle plugin fix #13705,13976,OPEN,false,5,1,OpenAPITools/openapi-generator,master,refs/heads/,Mintas/openapi-generator,bugfix/user-defined-templates-gradle,refs/heads/,2022-11-10,2022-11-10,,
Y3Vyc29yOjgz,OpenAPITools,openapi-generator,https://github.com/OpenAPITools/openapi-generator,9874,https://github.com/OpenAPITools/openapi-generator/pull/13970,[rust] basic oneOf support,13970,OPEN,false,100,1,OpenAPITools/openapi-generator,master,refs/heads/,nshaaban-cPacket/openapi-generator,basic-rust-anyof-support,refs/heads/,2022-11-09,2022-11-09,,
Y3Vyc29yOjgz,OpenAPITools,openapi-generator,https://github.com/OpenAPITools/openapi-generator,9874,https://github.com/OpenAPITools/openapi-generator/pull/13962,[SPRING] resolved ambiguous beanValidation Email annotation imports; fix #13379,13962,OPEN,false,2,1,OpenAPITools/openapi-generator,master,refs/heads/,Mintas/openapi-generator,bugfix/java-email-ambiguous,refs/heads/,2022-11-09,2022-11-09,,
Y3Vyc29yOjgz,OpenAPITools,openapi-generator,https://github.com/OpenAPITools/openapi-generator,9874,https://github.com/OpenAPITools/openapi-generator/pull/13958,[Java] fix additional annotations for oneOf interfaces,13958,OPEN,false,36,3,OpenAPITools/openapi-generator,master,refs/heads/,borsch/openapi-generator,fix-additional-annotations-for-oneof-interfaces,refs/heads/,2022-11-08,2022-11-08,,
Y3Vyc29yOjgz,OpenAPITools,openapi-generator,https://github.com/OpenAPITools/openapi-generator,9874,https://github.com/OpenAPITools/openapi-generator/pull/13956,Fix flaky test in SharedTypeScriptTest.java,13956,OPEN,false,1,1,OpenAPITools/openapi-generator,master,refs/heads/,yannizhou05/openapi-generator,fix-flaky,refs/heads/,2022-11-08,2022-11-08,,
Y3Vyc29yOjgz,OpenAPITools,openapi-generator,https://github.com/OpenAPITools/openapi-generator,9874,https://github.com/OpenAPITools/openapi-generator/pull/13941,put back missing import for NotNull annotation in #13365 fix #13885,13941,OPEN,false,2,1,OpenAPITools/openapi-generator,master,refs/heads/,Mintas/openapi-generator,bugfix/java-notnull-no-beanvalidation,refs/heads/,2022-11-07,2022-11-07,,
Y3Vyc29yOjgz,OpenAPITools,openapi-generator,https://github.com/OpenAPITools/openapi-generator,9874,https://github.com/OpenAPITools/openapi-generator/pull/13939,implemented x-java-constraint for custom beanValidation annotations #13938,13939,OPEN,false,16,3,OpenAPITools/openapi-generator,master,refs/heads/,Mintas/openapi-generator,feature/srping-custom-constrains-validation,refs/heads/,2022-11-07,2022-11-07,,
Y3Vyc29yOjgz,OpenAPITools,openapi-generator,https://github.com/OpenAPITools/openapi-generator,9874,https://github.com/OpenAPITools/openapi-generator/pull/13936,added JavaSpring beanValidation for RequestBody parameters fix #13932,13936,OPEN,false,4,1,OpenAPITools/openapi-generator,master,refs/heads/,Mintas/openapi-generator,bugfix/spring-request-body-validation,refs/heads/,2022-11-07,2022-11-07,,
Y3Vyc29yOjgz,OpenAPITools,openapi-generator,https://github.com/OpenAPITools/openapi-generator,9874,https://github.com/OpenAPITools/openapi-generator/pull/13929,Add GitHub action to Python client,13929,OPEN,false,8,1,OpenAPITools/openapi-generator,master,refs/heads/,tysonkane/openapi-generator,python-github-action,refs/heads/,2022-11-06,2022-11-06,,
Y3Vyc29yOjgz,OpenAPITools,openapi-generator,https://github.com/OpenAPITools/openapi-generator,9874,https://github.com/OpenAPITools/openapi-generator/pull/13925,[GO] Fix broken time import when value is of pointer type,13925,OPEN,false,1,1,OpenAPITools/openapi-generator,master,refs/heads/,parvit/openapi-generator,broken-go-imports,refs/heads/,2022-11-05,2022-11-05,,
Y3Vyc29yOjgz,OpenAPITools,openapi-generator,https://github.com/OpenAPITools/openapi-generator,9874,https://github.com/OpenAPITools/openapi-generator/pull/13918,[GO] fix missing utils add required supportfiles feature,13918,OPEN,false,3,3,OpenAPITools/openapi-generator,master,refs/heads/,NickUfer/openapi-generator,go-fix-missing-utils-add-required-supportfiles-feature,refs/heads/,2022-11-04,2022-11-04,,
Y3Vyc29yOjgz,OpenAPITools,openapi-generator,https://github.com/OpenAPITools/openapi-generator,9874,https://github.com/OpenAPITools/openapi-generator/pull/13897,[Java][Client] Fix #12556 Support primitives and arrays in oneOf,13897,OPEN,false,100,96,OpenAPITools/openapi-generator,master,refs/heads/,karzang/openapi-generator,issue_12556,refs/heads/,2022-11-03,2022-11-03,,
Y3Vyc29yOjgz,OpenAPITools,openapi-generator,https://github.com/OpenAPITools/openapi-generator,9874,https://github.com/OpenAPITools/openapi-generator/pull/13875,12551 marshal readonly fields,13875,OPEN,false,10,1,OpenAPITools/openapi-generator,master,refs/heads/,gcatanese/openapi-generator,12551-marshal-readonly-fields,refs/heads/,2022-11-01,2022-11-01,,
Y3Vyc29yOjgz,OpenAPITools,openapi-generator,https://github.com/OpenAPITools/openapi-generator,9874,https://github.com/OpenAPITools/openapi-generator/pull/13873,[Java] custom response wrapper,13873,OPEN,false,35,3,OpenAPITools/openapi-generator,master,refs/heads/,borsch/openapi-generator,java-custom-response-wrapper,refs/heads/,2022-11-01,2022-11-01,,
Y3Vyc29yOjgz,OpenAPITools,openapi-generator,https://github.com/OpenAPITools/openapi-generator,9874,https://github.com/OpenAPITools/openapi-generator/pull/13852,[swift5] new flag: return Data instead of Void,13852,OPEN,false,77,2,OpenAPITools/openapi-generator,master,refs/heads/,Jonas1893/openapi-generator,feature/return-type-data,refs/heads/,2022-10-28,2022-10-28,,
Y3Vyc29yOjgz,OpenAPITools,openapi-generator,https://github.com/OpenAPITools/openapi-generator,9874,https://github.com/OpenAPITools/openapi-generator/pull/13850,Nullable subschemas,13850,OPEN,false,16,3,OpenAPITools/openapi-generator,master,refs/heads/,mrginglymus/openapi-generator,nullable-subschemas,refs/heads/,2022-10-28,2022-10-28,,
Y3Vyc29yOjgz,OpenAPITools,openapi-generator,https://github.com/OpenAPITools/openapi-generator,9874,https://github.com/OpenAPITools/openapi-generator/pull/13846,Fix #12412 Use enum type for discriminator,13846,OPEN,false,21,7,OpenAPITools/openapi-generator,master,refs/heads/,bernie-schelberg-mywave/openapi-generator,issue12412,refs/heads/,2022-10-28,2022-10-28,,
Y3Vyc29yOjgz,OpenAPITools,openapi-generator,https://github.com/OpenAPITools/openapi-generator,9874,https://github.com/OpenAPITools/openapi-generator/pull/13832,"Allow to specify the generated part (model, api...)",13832,OPEN,false,4,4,OpenAPITools/openapi-generator,master,refs/heads/,Zomzog/openapi-generator,zomzog/13830_generate_models,refs/heads/,2022-10-26,2022-10-26,,
Y3Vyc29yOjgz,OpenAPITools,openapi-generator,https://github.com/OpenAPITools/openapi-generator,9874,https://github.com/OpenAPITools/openapi-generator/pull/13822,[Kotlin]Fix model generation and handle requestBody with additionalProperties as other objects,13822,OPEN,false,2,1,OpenAPITools/openapi-generator,master,refs/heads/,Zomzog/openapi-generator,zomzog/13395_additionalProperties_kotlin,refs/heads/,2022-10-26,2022-10-26,,
Y3Vyc29yOjgz,OpenAPITools,openapi-generator,https://github.com/OpenAPITools/openapi-generator,9874,https://github.com/OpenAPITools/openapi-generator/pull/13815,fix #13150 Do not add schema / class name mapping where custom mapping exists,13815,OPEN,false,5,4,OpenAPITools/openapi-generator,master,refs/heads/,bernie-schelberg-mywave/openapi-generator,issue13150-2,refs/heads/,2022-10-25,2022-10-25,,
Y3Vyc29yOjgz,OpenAPITools,openapi-generator,https://github.com/OpenAPITools/openapi-generator,9874,https://github.com/OpenAPITools/openapi-generator/pull/13805,Single inheritance alias 13784,13805,OPEN,false,10,9,OpenAPITools/openapi-generator,master,refs/heads/,tzeH/openapi-generator-1,single-inheritance-alias-13784,refs/heads/,2022-10-24,2022-10-24,,
Y3Vyc29yOjgz,OpenAPITools,openapi-generator,https://github.com/OpenAPITools/openapi-generator,9874,https://github.com/OpenAPITools/openapi-generator/pull/13797,[csharp-netcore] Adds ability to inherit api,13797,OPEN,false,100,5,OpenAPITools/openapi-generator,master,refs/heads/,devhl-labs/openapi-generator,inherit-api5,refs/heads/,2022-10-22,2022-10-22,,
Y3Vyc29yOjgz,OpenAPITools,openapi-generator,https://github.com/OpenAPITools/openapi-generator,9874,https://github.com/OpenAPITools/openapi-generator/pull/13796,Add option generateFormAsModel to addtionalProperties to control whether to generate model for request form body,13796,OPEN,false,3,3,OpenAPITools/openapi-generator,master,refs/heads/,cyangle/openapi-generator,generate_form_as_model,refs/heads/,2022-10-22,2022-10-22,,
Y3Vyc29yOjgz,OpenAPITools,openapi-generator,https://github.com/OpenAPITools/openapi-generator,9874,https://github.com/OpenAPITools/openapi-generator/pull/13786,[csharp-netcore] Fixed circular references in composed properties,13786,OPEN,false,1,1,OpenAPITools/openapi-generator,master,refs/heads/,devhl-labs/openapi-generator,inherit-api4,refs/heads/,2022-10-21,2022-10-21,,
Y3Vyc29yOjgz,OpenAPITools,openapi-generator,https://github.com/OpenAPITools/openapi-generator,9874,https://github.com/OpenAPITools/openapi-generator/pull/13781,[java-spring] Move JsonProperty annotation from field to getter,13781,OPEN,false,100,99,OpenAPITools/openapi-generator,master,refs/heads/,ceremo/openapi-generator,master,refs/heads/,2022-10-20,2022-10-20,,
Y3Vyc29yOjgz,OpenAPITools,openapi-generator,https://github.com/OpenAPITools/openapi-generator,9874,https://github.com/OpenAPITools/openapi-generator/pull/13702,Add supporting test handling like models and API,13702,OPEN,false,33,8,OpenAPITools/openapi-generator,master,refs/heads/,Zomzog/openapi-generator,zomzog/13677_generate_supporting_tests,refs/heads/,2022-10-15,2022-10-15,,
Y3Vyc29yOjgz,OpenAPITools,openapi-generator,https://github.com/OpenAPITools/openapi-generator,9874,https://github.com/OpenAPITools/openapi-generator/pull/13699,Expose generateMetadata as global property,13699,OPEN,false,5,3,OpenAPITools/openapi-generator,master,refs/heads/,DreierF/openapi-generator,expose_generate_metadata,refs/heads/,2022-10-15,2022-10-15,,
Y3Vyc29yOjgz,OpenAPITools,openapi-generator,https://github.com/OpenAPITools/openapi-generator,9874,https://github.com/OpenAPITools/openapi-generator/pull/13681,[csharp] Fix property names,13681,OPEN,false,100,2,OpenAPITools/openapi-generator,master,refs/heads/,devhl-labs/openapi-generator,inherit-api2,refs/heads/,2022-10-13,2022-10-13,,
Y3Vyc29yOjgz,OpenAPITools,openapi-generator,https://github.com/OpenAPITools/openapi-generator,9874,https://github.com/OpenAPITools/openapi-generator/pull/13668,Fix issue9444,13668,OPEN,false,1,1,OpenAPITools/openapi-generator,master,refs/heads/,ahsanfz/openapi-generator,fix_issue9444,refs/heads/,2022-10-11,2022-10-11,,
Y3Vyc29yOjgz,OpenAPITools,openapi-generator,https://github.com/OpenAPITools/openapi-generator,9874,https://github.com/OpenAPITools/openapi-generator/pull/13662,[BUG] [client] [java] [native] [csharp-netcore]  Multi use of schema params within deepobjects,13662,OPEN,false,6,3,OpenAPITools/openapi-generator,master,refs/heads/,Reinhard-PTV/openapi-generator,multi_use_of_params_deepobjects,refs/heads/,2022-10-10,2022-10-10,,
Y3Vyc29yOjgz,OpenAPITools,openapi-generator,https://github.com/OpenAPITools/openapi-generator,9874,https://github.com/OpenAPITools/openapi-generator/pull/13657,[Java][Spring] Fix #13241 enumUnknownDefaultCase true now returns correctly in fromValue,13657,OPEN,false,4,1,OpenAPITools/openapi-generator,master,refs/heads/,DeaneOC/openapi-generator,enumUnknownDefaultCase-invalid-response-spring,refs/heads/,2022-10-10,2022-10-10,,
Y3Vyc29yOjgz,OpenAPITools,openapi-generator,https://github.com/OpenAPITools/openapi-generator,9874,https://github.com/OpenAPITools/openapi-generator/pull/13655,Fix typescript codegen crash on extracting regular expression,13655,OPEN,false,2,2,OpenAPITools/openapi-generator,master,refs/heads/,wingyplus/openapi-generator,iss-13390,refs/heads/,2022-10-10,2022-10-10,,
Y3Vyc29yOjgz,OpenAPITools,openapi-generator,https://github.com/OpenAPITools/openapi-generator,9874,https://github.com/OpenAPITools/openapi-generator/pull/13650,[JAVA] Only add the JsonNullable import when the file actually contains a nullable property,13650,OPEN,false,100,97,OpenAPITools/openapi-generator,master,refs/heads/,FieteO/openapi-generator,conditional-jsonnullable-import,refs/heads/,2022-10-09,2022-10-09,,
Y3Vyc29yOjgz,OpenAPITools,openapi-generator,https://github.com/OpenAPITools/openapi-generator,9874,https://github.com/OpenAPITools/openapi-generator/pull/13620,[Kotlin-Spring] support to Spring boot3 & jakarta extension,13620,OPEN,false,76,2,OpenAPITools/openapi-generator,master,refs/heads/,jayandran-Sampath/openapi-generator,feat13578_1,refs/heads/,2022-10-06,2022-10-06,,
Y3Vyc29yOjgz,OpenAPITools,openapi-generator,https://github.com/OpenAPITools/openapi-generator,9874,https://github.com/OpenAPITools/openapi-generator/pull/13593,[jaxrs-spec] Add option to use jakarta imports / namespace,13593,OPEN,false,65,57,OpenAPITools/openapi-generator,master,refs/heads/,thmue/openapi-generator,tm_jakarta,refs/heads/,2022-10-04,2022-10-04,,
Y3Vyc29yOjgz,OpenAPITools,openapi-generator,https://github.com/OpenAPITools/openapi-generator,9874,https://github.com/OpenAPITools/openapi-generator/pull/13587,"fix: null exception error with addImport(composed, refSchema, m, modelName).",13587,OPEN,false,1,1,OpenAPITools/openapi-generator,master,refs/heads/,mugioka/openapi-generator,fix/null-exception-error-with-add-import,refs/heads/,2022-10-04,2022-10-04,,
Y3Vyc29yOjgz,OpenAPITools,openapi-generator,https://github.com/OpenAPITools/openapi-generator,9874,https://github.com/OpenAPITools/openapi-generator/pull/13582,[JAVA] Only add the JsonCreator import when the file contains an enum,13582,OPEN,false,100,98,OpenAPITools/openapi-generator,master,refs/heads/,FieteO/openapi-generator,conditional-enum-jsoncreator-import,refs/heads/,2022-10-03,2022-10-03,,
Y3Vyc29yOjgz,OpenAPITools,openapi-generator,https://github.com/OpenAPITools/openapi-generator,9874,https://github.com/OpenAPITools/openapi-generator/pull/13565,[haskell][server] Include response headers in the API type,13565,OPEN,false,2,1,OpenAPITools/openapi-generator,master,refs/heads/,7omb/openapi-generator,use-response-headers-in-api-type,refs/heads/,2022-10-01,2022-10-01,,
Y3Vyc29yOjgz,OpenAPITools,openapi-generator,https://github.com/OpenAPITools/openapi-generator,9874,https://github.com/OpenAPITools/openapi-generator/pull/13498,Better handling of Inline schema,13498,OPEN,true,100,4,OpenAPITools/openapi-generator,master,refs/heads/,OpenAPITools/openapi-generator,inline-schema-improve3,refs/heads/,2022-09-22,2022-09-22,,
Y3Vyc29yOjgz,OpenAPITools,openapi-generator,https://github.com/OpenAPITools/openapi-generator,9874,https://github.com/OpenAPITools/openapi-generator/pull/13497,Issue 13494,13497,OPEN,false,25,3,OpenAPITools/openapi-generator,master,refs/heads/,crshnburn/openapi-generator,issue-13494,refs/heads/,2022-09-22,2022-09-22,,
Y3Vyc29yOjgz,OpenAPITools,openapi-generator,https://github.com/OpenAPITools/openapi-generator,9874,https://github.com/OpenAPITools/openapi-generator/pull/13451,"[Dart] Add UInt8List support, allowing for type:string format:binary definitions",13451,OPEN,false,21,1,OpenAPITools/openapi-generator,master,refs/heads/,0xNF/openapi-generator,fix_dart_uint8list,refs/heads/,2022-09-17,2022-09-17,,
Y3Vyc29yOjgz,OpenAPITools,openapi-generator,https://github.com/OpenAPITools/openapi-generator,9874,https://github.com/OpenAPITools/openapi-generator/pull/13434,[Java][Spring] Ensure class level tags match the operation level tags to stop each operation to appear twice - issue 11570,13434,OPEN,false,72,71,OpenAPITools/openapi-generator,master,refs/heads/,GregDThomas/openapi-generator,fix-double-operation,refs/heads/,2022-09-15,2022-09-15,,
Y3Vyc29yOjgz,OpenAPITools,openapi-generator,https://github.com/OpenAPITools/openapi-generator,9874,https://github.com/OpenAPITools/openapi-generator/pull/13267,Generating deserializers from OpenAPI Spec for kotlin models using Jackson,13267,OPEN,false,5,1,OpenAPITools/openapi-generator,master,refs/heads/,kentis/openapi-generator,feature/add_deserializer_to_kotlin_model_classes,refs/heads/,2022-08-24,2022-08-24,,
Y3Vyc29yOjgz,OpenAPITools,openapi-generator,https://github.com/OpenAPITools/openapi-generator,9874,https://github.com/OpenAPITools/openapi-generator/pull/13213,Dart dio update,13213,OPEN,false,13,1,OpenAPITools/openapi-generator,master,refs/heads/,warrenisarobot/openapi-generator,dart-dio-update,refs/heads/,2022-08-18,2022-08-18,,
Y3Vyc29yOjgz,OpenAPITools,openapi-generator,https://github.com/OpenAPITools/openapi-generator,9874,https://github.com/OpenAPITools/openapi-generator/pull/13047,Feat: Add freezed serialization to dart-dio generator,13047,OPEN,true,21,1,OpenAPITools/openapi-generator,master,refs/heads/,bahag-chandrana/openapi-generator-dart-freezed,dart-dio-freezed,refs/heads/,2022-07-31,2022-07-31,,
Y3Vyc29yOjgz,OpenAPITools,openapi-generator,https://github.com/OpenAPITools/openapi-generator,9874,https://github.com/OpenAPITools/openapi-generator/pull/12924,[kotlin] [client] Implement inheritance and oneOf support in kotlin-client,12924,OPEN,false,73,9,OpenAPITools/openapi-generator,master,refs/heads/,vlsergey/openapi-generator,master,refs/heads/,2022-07-19,2022-07-19,,
Y3Vyc29yOjgz,OpenAPITools,openapi-generator,https://github.com/OpenAPITools/openapi-generator,9874,https://github.com/OpenAPITools/openapi-generator/pull/12732,[spring] Add support for request parameter pattern validation,12732,OPEN,false,24,21,OpenAPITools/openapi-generator,master,refs/heads/,LubomirS/openapi-generator,feat/12726,refs/heads/,2022-06-29,2022-06-29,,
Y3Vyc29yOjgz,OpenAPITools,openapi-generator,https://github.com/OpenAPITools/openapi-generator,9874,https://github.com/OpenAPITools/openapi-generator/pull/12685,[Go] Change primitive file type to os.File and prevent unknown response type error,12685,OPEN,false,32,3,OpenAPITools/openapi-generator,master,refs/heads/,knazarenko-ptc/openapi-generator,go-os-file-fix-fnn,refs/heads/,2022-06-24,2022-06-24,,
Y3Vyc29yOjgz,OpenAPITools,openapi-generator,https://github.com/OpenAPITools/openapi-generator,9874,https://github.com/OpenAPITools/openapi-generator/pull/12684,"[Go] Fix ""allOf"" inherited model properties by embedding parent models",12684,OPEN,false,100,4,OpenAPITools/openapi-generator,master,refs/heads/,knazarenko-ptc/openapi-generator,go-allof-fix-fin,refs/heads/,2022-06-24,2022-06-24,,
Y3Vyc29yOjgz,OpenAPITools,openapi-generator,https://github.com/OpenAPITools/openapi-generator,9874,https://github.com/OpenAPITools/openapi-generator/pull/12682,[Go] Prevent naming collisions between model properties and generated getter/setter methods,12682,OPEN,false,1,1,OpenAPITools/openapi-generator,master,refs/heads/,knazarenko-ptc/openapi-generator,go-fix-field-naming-conflicts,refs/heads/,2022-06-23,2022-06-23,,
Y3Vyc29yOjgz,OpenAPITools,openapi-generator,https://github.com/OpenAPITools/openapi-generator,9874,https://github.com/OpenAPITools/openapi-generator/pull/12238,[csharp-netcore] Inherit api,12238,OPEN,false,100,6,OpenAPITools/openapi-generator,master,refs/heads/,devhl-labs/openapi-generator,inherit-api,refs/heads/,2022-04-26,2022-04-26,,
Y3Vyc29yOjgz,OpenAPITools,openapi-generator,https://github.com/OpenAPITools/openapi-generator,9874,https://github.com/OpenAPITools/openapi-generator/pull/12197,Cpp boost beast client,12197,OPEN,false,89,2,OpenAPITools/openapi-generator,master,refs/heads/,LukasWoodtli/openapi-generator,cpp-boost-beast-client,refs/heads/,2022-04-21,2022-04-21,,
Y3Vyc29yOjgz,OpenAPITools,openapi-generator,https://github.com/OpenAPITools/openapi-generator,9874,https://github.com/OpenAPITools/openapi-generator/pull/12182,[python-flask] Support regeneration without overwriting implementation,12182,OPEN,false,11,1,OpenAPITools/openapi-generator,master,refs/heads/,OJFord/openapi-generator,fix-overwritten-impl,refs/heads/,2022-04-20,2022-04-20,,
Y3Vyc29yOjgz,OpenAPITools,openapi-generator,https://github.com/OpenAPITools/openapi-generator,9874,https://github.com/OpenAPITools/openapi-generator/pull/12164,Support snake_case path parameters and fix path building with base URL,12164,OPEN,false,1,1,OpenAPITools/openapi-generator,master,refs/heads/,justinjxzhang/openapi-generator,az-func-snake-case-base-path,refs/heads/,2022-04-18,2022-04-18,,
Y3Vyc29yOjgz,OpenAPITools,openapi-generator,https://github.com/OpenAPITools/openapi-generator,9874,https://github.com/OpenAPITools/openapi-generator/pull/11572,fix: #1466 additionalProperties works now in spring generator,11572,OPEN,false,100,97,OpenAPITools/openapi-generator,master,refs/heads/,jameswynn/openapi-generator,issue1466,refs/heads/,2022-02-10,2022-02-10,,
Y3Vyc29yOjgz,OpenAPITools,openapi-generator,https://github.com/OpenAPITools/openapi-generator,9874,https://github.com/OpenAPITools/openapi-generator/pull/11554,[Java/Microprofile] Add support for Jackson serialization & async,11554,OPEN,false,13,5,OpenAPITools/openapi-generator,master,refs/heads/,pravussum/openapi-generator,java-microprofile-improvements,refs/heads/,2022-02-09,2022-02-09,,
Y3Vyc29yOjgz,OpenAPITools,openapi-generator,https://github.com/OpenAPITools/openapi-generator,9874,https://github.com/OpenAPITools/openapi-generator/pull/11537,Added a property to the Spring generator to avoid the use of the `ResponseEntity` type,11537,OPEN,false,93,89,OpenAPITools/openapi-generator,master,refs/heads/,rcardin/openapi-generator,master,refs/heads/,2022-02-06,2022-02-06,,
Y3Vyc29yOjgz,OpenAPITools,openapi-generator,https://github.com/OpenAPITools/openapi-generator,9874,https://github.com/OpenAPITools/openapi-generator/pull/11241,Add useTags config option support for java client code generation,11241,OPEN,false,70,41,OpenAPITools/openapi-generator,master,refs/heads/,pravussum/openapi-generator,add-java-usetags-support,refs/heads/,2022-01-06,2022-01-06,,
Y3Vyc29yOjgz,OpenAPITools,openapi-generator,https://github.com/OpenAPITools/openapi-generator,9874,https://github.com/OpenAPITools/openapi-generator/pull/11188,Added implicit headers property to TypeScriptAxiosClientCodegen,11188,OPEN,false,100,1,OpenAPITools/openapi-generator,master,refs/heads/,chrispaynter/openapi-generator,add-implicit-headers-to-ts-axios,refs/heads/,2021-12-27,2021-12-27,,
Y3Vyc29yOjgz,OpenAPITools,openapi-generator,https://github.com/OpenAPITools/openapi-generator,9874,https://github.com/OpenAPITools/openapi-generator/pull/11123,[BUG][Python] Some regex patterns can generate invalid code. #6675,11123,OPEN,false,100,2,OpenAPITools/openapi-generator,master,refs/heads/,kmc026/openapi-generator,kmc026-project,refs/heads/,2021-12-14,2021-12-14,,
Y3Vyc29yOjgz,OpenAPITools,openapi-generator,https://github.com/OpenAPITools/openapi-generator,9874,https://github.com/OpenAPITools/openapi-generator/pull/10717,Build changes to support jdk11+,10717,OPEN,false,12,6,OpenAPITools/openapi-generator,master,refs/heads/,agilob/openapi-generator,update-jdk,refs/heads/,2021-10-27,2021-10-27,,
Y3Vyc29yOjgz,OpenAPITools,openapi-generator,https://github.com/OpenAPITools/openapi-generator,9874,https://github.com/OpenAPITools/openapi-generator/pull/10601,[Java][Server][Spring] Fix apiNamePrefix and apiNameSuffix usage (issue #8822),10601,OPEN,false,1,1,OpenAPITools/openapi-generator,master,refs/heads/,ToppScorer/openapi-generator,bugfix/8822,refs/heads/,2021-10-14,2021-10-14,,
Y3Vyc29yOjgz,OpenAPITools,openapi-generator,https://github.com/OpenAPITools/openapi-generator,9874,https://github.com/OpenAPITools/openapi-generator/pull/10341,[typescript] Fix examples for arrays,10341,OPEN,false,19,1,OpenAPITools/openapi-generator,master,refs/heads/,jirikuncar/openapi-generator,typescript-array-examples,refs/heads/,2021-09-07,2021-09-07,,
Y3Vyc29yOjgz,OpenAPITools,openapi-generator,https://github.com/OpenAPITools/openapi-generator,9874,https://github.com/OpenAPITools/openapi-generator/pull/10325,Give enums valid names when specified with x-enum-varnames,10325,OPEN,false,4,3,OpenAPITools/openapi-generator,master,refs/heads/,UnsolvedCypher/openapi-generator,6.0.x,refs/heads/,2021-09-04,2021-09-04,,
Y3Vyc29yOjgz,OpenAPITools,openapi-generator,https://github.com/OpenAPITools/openapi-generator,9874,https://github.com/OpenAPITools/openapi-generator/pull/10313,[dart-dio-next] Fix oneOf handling in dart,10313,OPEN,false,2,2,OpenAPITools/openapi-generator,master,refs/heads/,jgoyvaerts/openapi-generator,dartOneOfImprovements,refs/heads/,2021-09-02,2021-09-02,,
Y3Vyc29yOjgz,OpenAPITools,openapi-generator,https://github.com/OpenAPITools/openapi-generator,9874,https://github.com/OpenAPITools/openapi-generator/pull/9824,[kotlin-spring] Control whether interface members include default implementations or not,9824,OPEN,false,4,2,OpenAPITools/openapi-generator,master,refs/heads/,morosawamikihito/openapi-generator,kotlin-spring-interface-implementation,refs/heads/,2021-06-22,2021-06-22,,
Y3Vyc29yOjgz,OpenAPITools,openapi-generator,https://github.com/OpenAPITools/openapi-generator,9874,https://github.com/OpenAPITools/openapi-generator/pull/9772,[PHP] 6.0.x make php implementation depend on meta packages for http client,9772,OPEN,false,27,1,OpenAPITools/openapi-generator,master,refs/heads/,olexiyk/openapi-generator,6.0.x-php-http-client-meta-packages,refs/heads/,2021-06-15,2021-06-15,,
Y3Vyc29yOjgz,OpenAPITools,openapi-generator,https://github.com/OpenAPITools/openapi-generator,9874,https://github.com/OpenAPITools/openapi-generator/pull/9526,Fix isEnum for referenced enums,9526,OPEN,false,1,1,OpenAPITools/openapi-generator,master,refs/heads/,aymanbagabas/openapi-generator,core-fix-ref-enum,refs/heads/,2021-05-19,2021-05-19,,
