"","owner","name","number","cursor","repoUrl","clients","prUrl","title","state","draft","files","javaFiles","baseRepo","baseRef","baseRefPrefix","headRepo","headRef","headRefPrefix","createdAt","publishedAt","mergedAt","closedAt","base","breakingChanges","brokenClients","brokenUses","changedFiles","checkedClients","errors","head","impactedPackages","seconds"
"171","javaparser","javaparser",3738,"Y3Vyc29yOjMxOA==","https://github.com/javaparser/javaparser",4901,"https://github.com/javaparser/javaparser/pull/3738","Inserting at specified layout locations in NodeWithMembers","OPEN","false",2,2,"javaparser/javaparser","master","refs/heads/","comp2120-workshop11-group1/javaparser","layout-api-location-insert-clean","refs/heads/","2022-10-29","2022-10-29",NA,NA,"master",3,0,0,2,100,"","layout-api-location-insert-clean",1,2035
"172","jeremylong","DependencyCheck",5001,"Y3Vyc29yOjMxMA==","https://github.com/jeremylong/DependencyCheck",9016,"https://github.com/jeremylong/DependencyCheck/pull/5001","Scan Maven Plugins","OPEN","false",14,9,"jeremylong/DependencyCheck","main","refs/heads/","jeremylong/DependencyCheck","plugins","refs/heads/","2022-10-29","2022-10-29",NA,NA,"main",1,0,0,14,100,"","plugins",2,1185
"173","jooby-project","jooby",2018,"Y3Vyc29yOjg1Mg==","https://github.com/jooby-project/jooby",1194,"https://github.com/jooby-project/jooby/pull/2018","bump rxjava from io.reactivex.rxjava2 to io.reactivex.rxjava3, add metrics support to jooby-redis","OPEN","false",22,14,"jooby-project/jooby","2.x","refs/heads/","aftershadow/jooby","2.x","refs/heads/","2020-09-23","2020-09-23",NA,NA,"2.x",9,0,0,22,1,"","2.x",5,159
"174","jwtk","jjwt",279,"Y3Vyc29yOjE1Ng==","https://github.com/jwtk/jjwt",353814,"https://github.com/jwtk/jjwt/pull/279","JWE support","OPEN","false",100,96,"jwtk/jjwt","master","refs/heads/","jwtk/jjwt","jwe","refs/heads/","2017-11-14","2017-11-14",NA,NA,"master",146,0,0,545,200,"","jwe",5,3931
"175","keycloak","keycloak",14751,"Y3Vyc29yOjg2","https://github.com/keycloak/keycloak",22721,"https://github.com/keycloak/keycloak/pull/14751","Deprecate DBLockProvider and replace it with new LockingMechanismProvider","OPEN","false",31,22,"keycloak/keycloak","main","refs/heads/","mhajas/keycloak","9388-Provide-locking-mechanism-per-map-storage-and-area","refs/heads/","2022-10-06","2022-10-06",NA,NA,"main",1,0,0,31,0,"null[package] failed (1): [ERROR] Failed to execute goal on project keycloak-crypto-default: Could not resolve dependencies for project org.keycloak:keycloak-crypto-default:jar:999-SNAPSHOT: Could not find artifact org.keycloak:keycloak-core:jar:tests:999-SNAPSHOT -> [Help 1][ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch.[ERROR] Re-run Maven using the -X switch to enable full debug logging.[ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles:[ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/DependencyResolutionException[ERROR] [ERROR] After correcting the problems, you can resume the build with the command[ERROR]   mvn <args> -rf :keycloak-crypto-default[package] failed (1): [ERROR] Failed to execute goal on project keycloak-crypto-default: Could not resolve dependencies for project org.keycloak:keycloak-crypto-default:jar:999-SNAPSHOT: Could not find artifact org.keycloak:keycloak-core:jar:tests:999-SNAPSHOT -> [Help 1][ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch.[ERROR] Re-run Maven using the -X switch to enable full debug logging.[ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles:[ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/DependencyResolutionException[ERROR] [ERROR] After correcting the problems, you can resume the build with the command[ERROR]   mvn <args> -rf :keycloak-crypto-default[package] failed (1): [ERROR] Failed to execute goal on project keycloak-crypto-default: Could not resolve dependencies for project org.keycloak:keycloak-crypto-default:jar:999-SNAPSHOT: Could not find artifact org.keycloak:keycloak-core:jar:tests:999-SNAPSHOT -> [Help 1][ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch.[ERROR] Re-run Maven using the -X switch to enable full debug logging.[ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles:[ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/DependencyResolutionException[ERROR] [ERROR] After correcting the problems, you can resume the build with the command[ERROR]   mvn <args> -rf :keycloak-crypto-default","9388-Provide-locking-mechanism-per-map-storage-and-area",5,76
"176","keycloak","keycloak",15047,"Y3Vyc29yOjg2","https://github.com/keycloak/keycloak",22721,"https://github.com/keycloak/keycloak/pull/15047","10090 remove paginate query workaround","OPEN","true",13,8,"keycloak/keycloak","main","refs/heads/","martin-kanis/keycloak","10090-remove-paginate-query-workaround","refs/heads/","2022-10-20","2022-10-20",NA,NA,"main",1,0,0,13,0,"null[package] failed (1): [ERROR] Failed to execute goal on project keycloak-crypto-default: Could not resolve dependencies for project org.keycloak:keycloak-crypto-default:jar:999-SNAPSHOT: Could not find artifact org.keycloak:keycloak-core:jar:tests:999-SNAPSHOT -> [Help 1][ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch.[ERROR] Re-run Maven using the -X switch to enable full debug logging.[ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles:[ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/DependencyResolutionException[ERROR] [ERROR] After correcting the problems, you can resume the build with the command[ERROR]   mvn <args> -rf :keycloak-crypto-default[package] failed (1): [ERROR] Failed to execute goal on project keycloak-crypto-default: Could not resolve dependencies for project org.keycloak:keycloak-crypto-default:jar:999-SNAPSHOT: Could not find artifact org.keycloak:keycloak-core:jar:tests:999-SNAPSHOT -> [Help 1][ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch.[ERROR] Re-run Maven using the -X switch to enable full debug logging.[ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles:[ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/DependencyResolutionException[ERROR] [ERROR] After correcting the problems, you can resume the build with the command[ERROR]   mvn <args> -rf :keycloak-crypto-default[package] failed (1): [ERROR] Failed to execute goal on project keycloak-crypto-default: Could not resolve dependencies for project org.keycloak:keycloak-crypto-default:jar:999-SNAPSHOT: Could not find artifact org.keycloak:keycloak-core:jar:tests:999-SNAPSHOT -> [Help 1][ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch.[ERROR] Re-run Maven using the -X switch to enable full debug logging.[ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles:[ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/DependencyResolutionException[ERROR] [ERROR] After correcting the problems, you can resume the build with the command[ERROR]   mvn <args> -rf :keycloak-crypto-default","10090-remove-paginate-query-workaround",5,80
"177","keycloak","keycloak",15243,"Y3Vyc29yOjg2","https://github.com/keycloak/keycloak",22721,"https://github.com/keycloak/keycloak/pull/15243","Move transaction processing into session close","OPEN","false",21,21,"keycloak/keycloak","main","refs/heads/","hmlnarik/keycloak","session-close-extract","refs/heads/","2022-11-01","2022-11-01",NA,NA,"main",1,0,0,21,100,"null[package] failed (1): [ERROR] Failed to execute goal on project keycloak-crypto-default: Could not resolve dependencies for project org.keycloak:keycloak-crypto-default:jar:999-SNAPSHOT: Could not find artifact org.keycloak:keycloak-core:jar:tests:999-SNAPSHOT -> [Help 1][ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch.[ERROR] Re-run Maven using the -X switch to enable full debug logging.[ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles:[ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/DependencyResolutionException[ERROR] [ERROR] After correcting the problems, you can resume the build with the command[ERROR]   mvn <args> -rf :keycloak-crypto-default[package] failed (1): [ERROR] Failed to execute goal on project keycloak-crypto-default: Could not resolve dependencies for project org.keycloak:keycloak-crypto-default:jar:999-SNAPSHOT: Could not find artifact org.keycloak:keycloak-core:jar:tests:999-SNAPSHOT -> [Help 1][ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch.[ERROR] Re-run Maven using the -X switch to enable full debug logging.[ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles:[ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/DependencyResolutionException[ERROR] [ERROR] After correcting the problems, you can resume the build with the command[ERROR]   mvn <args> -rf :keycloak-crypto-default[package] failed (1): [ERROR] Failed to execute goal on project keycloak-crypto-default: Could not resolve dependencies for project org.keycloak:keycloak-crypto-default:jar:999-SNAPSHOT: Could not find artifact org.keycloak:keycloak-core:jar:tests:999-SNAPSHOT -> [Help 1][ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch.[ERROR] Re-run Maven using the -X switch to enable full debug logging.[ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles:[ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/DependencyResolutionException[ERROR] [ERROR] After correcting the problems, you can resume the build with the command[ERROR]   mvn <args> -rf :keycloak-crypto-default[package] failed (1): [ERROR] Failed to execute goal on project keycloak-crypto-default: Could not resolve dependencies for project org.keycloak:keycloak-crypto-default:jar:999-SNAPSHOT: Could not find artifact org.keycloak:keycloak-core:jar:tests:999-SNAPSHOT -> [Help 1][ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch.[ERROR] Re-run Maven using the -X switch to enable full debug logging.[ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles:[ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/DependencyResolutionException[ERROR] [ERROR] After correcting the problems, you can resume the build with the command[ERROR]   mvn <args> -rf :keycloak-crypto-default[package] failed (1): [ERROR] Failed to execute goal on project keycloak-crypto-default: Could not resolve dependencies for project org.keycloak:keycloak-crypto-default:jar:999-SNAPSHOT: Could not find artifact org.keycloak:keycloak-core:jar:tests:999-SNAPSHOT -> [Help 1][ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch.[ERROR] Re-run Maven using the -X switch to enable full debug logging.[ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles:[ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/DependencyResolutionException[ERROR] [ERROR] After correcting the problems, you can resume the build with the command[ERROR]   mvn <args> -rf :keycloak-crypto-default[package] failed (1): [ERROR] Failed to execute goal on project keycloak-crypto-default: Could not resolve dependencies for project org.keycloak:keycloak-crypto-default:jar:999-SNAPSHOT: Could not find artifact org.keycloak:keycloak-core:jar:tests:999-SNAPSHOT -> [Help 1][ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch.[ERROR] Re-run Maven using the -X switch to enable full debug logging.[ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles:[ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/DependencyResolutionException[ERROR] [ERROR] After correcting the problems, you can resume the build with the command[ERROR]   mvn <args> -rf :keycloak-crypto-default","session-close-extract",10,257
"178","keycloak","keycloak",15257,"Y3Vyc29yOjg2","https://github.com/keycloak/keycloak",22721,"https://github.com/keycloak/keycloak/pull/15257","Expose attribute metadata from the User API","OPEN","false",8,8,"keycloak/keycloak","main","refs/heads/","pedroigor/keycloak","issue-15256","refs/heads/","2022-11-01","2022-11-01",NA,NA,"main",1,0,0,8,100,"null[package] failed (1): [ERROR] Failed to execute goal on project keycloak-crypto-default: Could not resolve dependencies for project org.keycloak:keycloak-crypto-default:jar:999-SNAPSHOT: Could not find artifact org.keycloak:keycloak-core:jar:tests:999-SNAPSHOT -> [Help 1][ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch.[ERROR] Re-run Maven using the -X switch to enable full debug logging.[ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles:[ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/DependencyResolutionException[ERROR] [ERROR] After correcting the problems, you can resume the build with the command[ERROR]   mvn <args> -rf :keycloak-crypto-default[package] failed (1): [ERROR] Failed to execute goal on project keycloak-crypto-default: Could not resolve dependencies for project org.keycloak:keycloak-crypto-default:jar:999-SNAPSHOT: Could not find artifact org.keycloak:keycloak-core:jar:tests:999-SNAPSHOT -> [Help 1][ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch.[ERROR] Re-run Maven using the -X switch to enable full debug logging.[ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles:[ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/DependencyResolutionException[ERROR] [ERROR] After correcting the problems, you can resume the build with the command[ERROR]   mvn <args> -rf :keycloak-crypto-default","issue-15256",5,270
"179","keycloak","keycloak",15408,"Y3Vyc29yOjg2","https://github.com/keycloak/keycloak",22721,"https://github.com/keycloak/keycloak/pull/15408","Cookies processing refactoring","OPEN","true",16,16,"keycloak/keycloak","main","refs/heads/","mabartos/keycloak","cookieHelperRefactoring","refs/heads/","2022-11-08","2022-11-08",NA,NA,"main",1,2,6,16,36,"null[package] failed (1): [ERROR] Failed to execute goal on project keycloak-crypto-default: Could not resolve dependencies for project org.keycloak:keycloak-crypto-default:jar:999-SNAPSHOT: Could not find artifact org.keycloak:keycloak-core:jar:tests:999-SNAPSHOT -> [Help 1][ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch.[ERROR] Re-run Maven using the -X switch to enable full debug logging.[ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles:[ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/DependencyResolutionException[ERROR] [ERROR] After correcting the problems, you can resume the build with the command[ERROR]   mvn <args> -rf :keycloak-crypto-default[package] failed (1): [ERROR] Failed to execute goal on project keycloak-crypto-default: Could not resolve dependencies for project org.keycloak:keycloak-crypto-default:jar:999-SNAPSHOT: Could not find artifact org.keycloak:keycloak-core:jar:tests:999-SNAPSHOT -> [Help 1][ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch.[ERROR] Re-run Maven using the -X switch to enable full debug logging.[ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles:[ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/DependencyResolutionException[ERROR] [ERROR] After correcting the problems, you can resume the build with the command[ERROR]   mvn <args> -rf :keycloak-crypto-default[package] failed (1): [ERROR] Failed to execute goal on project keycloak-crypto-default: Could not resolve dependencies for project org.keycloak:keycloak-crypto-default:jar:999-SNAPSHOT: Could not find artifact org.keycloak:keycloak-core:jar:tests:999-SNAPSHOT -> [Help 1][ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch.[ERROR] Re-run Maven using the -X switch to enable full debug logging.[ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles:[ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/DependencyResolutionException[ERROR] [ERROR] After correcting the problems, you can resume the build with the command[ERROR]   mvn <args> -rf :keycloak-crypto-default[package] failed (1): [ERROR] Failed to execute goal on project keycloak-crypto-default: Could not resolve dependencies for project org.keycloak:keycloak-crypto-default:jar:999-SNAPSHOT: Could not find artifact org.keycloak:keycloak-core:jar:tests:999-SNAPSHOT -> [Help 1][ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch.[ERROR] Re-run Maven using the -X switch to enable full debug logging.[ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles:[ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/DependencyResolutionException[ERROR] [ERROR] After correcting the problems, you can resume the build with the command[ERROR]   mvn <args> -rf :keycloak-crypto-default[package] failed (1): [ERROR] Failed to execute goal on project keycloak-crypto-default: Could not resolve dependencies for project org.keycloak:keycloak-crypto-default:jar:999-SNAPSHOT: Could not find artifact org.keycloak:keycloak-core:jar:tests:999-SNAPSHOT -> [Help 1][ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch.[ERROR] Re-run Maven using the -X switch to enable full debug logging.[ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles:[ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/DependencyResolutionException[ERROR] [ERROR] After correcting the problems, you can resume the build with the command[ERROR]   mvn <args> -rf :keycloak-crypto-default[package] failed (1): [ERROR] Failed to execute goal on project keycloak-crypto-default: Could not resolve dependencies for project org.keycloak:keycloak-crypto-default:jar:999-SNAPSHOT: Could not find artifact org.keycloak:keycloak-core:jar:tests:999-SNAPSHOT -> [Help 1][ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch.[ERROR] Re-run Maven using the -X switch to enable full debug logging.[ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles:[ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/DependencyResolutionException[ERROR] [ERROR] After correcting the problems, you can resume the build with the command[ERROR]   mvn <args> -rf :keycloak-crypto-default","cookieHelperRefactoring",7,189
"180","keycloak","keycloak",15451,"Y3Vyc29yOjg2","https://github.com/keycloak/keycloak",22721,"https://github.com/keycloak/keycloak/pull/15451","Removing unnecessary injection points from JAX-RS (sub)resources","OPEN","true",67,67,"keycloak/keycloak","main","refs/heads/","pedroigor/keycloak","issue-15450","refs/heads/","2022-11-10","2022-11-10",NA,NA,"main",1,0,0,67,0,"null[package] failed (1): [ERROR] Failed to execute goal on project keycloak-crypto-default: Could not resolve dependencies for project org.keycloak:keycloak-crypto-default:jar:999-SNAPSHOT: Could not find artifact org.keycloak:keycloak-core:jar:tests:999-SNAPSHOT -> [Help 1][ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch.[ERROR] Re-run Maven using the -X switch to enable full debug logging.[ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles:[ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/DependencyResolutionException[ERROR] [ERROR] After correcting the problems, you can resume the build with the command[ERROR]   mvn <args> -rf :keycloak-crypto-default[package] failed (1): [ERROR] [ERROR] Could not find the selected project in the reactor: testsuite/integration-arquillian/tests/other/base-ui @ [ERROR] Could not find the selected project in the reactor: testsuite/integration-arquillian/tests/other/base-ui -> [Help 1][ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch.[ERROR] Re-run Maven using the -X switch to enable full debug logging.[ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles:[ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MavenExecutionException","issue-15450",3,28
