"","owner","name","number","cursor","repoUrl","clients","prUrl","title","state","draft","files","javaFiles","baseRepo","baseRef","baseRefPrefix","headRepo","headRef","headRefPrefix","createdAt","publishedAt","mergedAt","closedAt","base","breakingChanges","brokenClients","brokenUses","changedFiles","checkedClients","errors","head","impactedPackages","seconds"
"124","ebean-orm","ebean",2881,"Y3Vyc29yOjkzNA==","https://github.com/ebean-orm/ebean",1154,"https://github.com/ebean-orm/ebean/pull/2881","Add StdFunctions, StdExpressions, TQColumn marker interface","OPEN","false",61,60,"ebean-orm/ebean","master","refs/heads/","ebean-orm/ebean","feature/StdExpressions","refs/heads/","2022-11-02","2022-11-02",NA,NA,"master",29,0,0,61,13,"","feature/StdExpressions",5,101
"125","eclipse","eclipse-collections",1401,"Y3Vyc29yOjY1NA==","https://github.com/eclipse/eclipse-collections",3163,"https://github.com/eclipse/eclipse-collections/pull/1401","Adding default override for Map.computeIfPresent - closes #1400","OPEN","true",8,8,"eclipse/eclipse-collections","master","refs/heads/","rzrobin213/eclipse-collections","master","refs/heads/","2022-09-28","2022-09-28",NA,NA,"master",1,0,0,8,85,"","master",3,586
"126","eclipse","jetty.project",8087,"Y3Vyc29yOjQwOA==","https://github.com/eclipse/jetty.project",231193,"https://github.com/eclipse/jetty.project/pull/8087","Issue #6328 - avoid binding WebSocket MethodHandles","OPEN","false",37,37,"eclipse/jetty.project","jetty-10.0.x","refs/heads/","eclipse/jetty.project","jetty-10.0.x-6328-JettyMethodHandlesExperiment","refs/heads/","2022-06-01","2022-06-01",NA,NA,"jetty-10.0.x",9,0,0,37,0,"","jetty-10.0.x-6328-JettyMethodHandlesExperiment",5,122
"127","eclipse","jetty.project",8487,"Y3Vyc29yOjQwOA==","https://github.com/eclipse/jetty.project",231193,"https://github.com/eclipse/jetty.project/pull/8487","add some public MessageHandlers to websocket-core-common","OPEN","false",21,21,"eclipse/jetty.project","jetty-10.0.x","refs/heads/","eclipse/jetty.project","jetty-10.0.x-WebSocketCore-MessageHandler","refs/heads/","2022-08-26","2022-08-26",NA,NA,"jetty-10.0.x",4,0,0,21,0,"","jetty-10.0.x-WebSocketCore-MessageHandler",5,137
"128","eclipse","jetty.project",8739,"Y3Vyc29yOjQwOA==","https://github.com/eclipse/jetty.project",231193,"https://github.com/eclipse/jetty.project/pull/8739","Jetty 12.0.x client serialized events","OPEN","false",21,20,"eclipse/jetty.project","jetty-12.0.x","refs/heads/","eclipse/jetty.project","jetty-12.0.x-client-serialized-events","refs/heads/","2022-10-19","2022-10-19",NA,NA,"jetty-12.0.x",9,6,6,21,200,"","jetty-12.0.x-client-serialized-events",8,2640
"129","eclipse","jetty.project",8760,"Y3Vyc29yOjQwOA==","https://github.com/eclipse/jetty.project",231193,"https://github.com/eclipse/jetty.project/pull/8760","Restored server push functionality.","OPEN","false",29,27,"eclipse/jetty.project","jetty-12.0.x","refs/heads/","eclipse/jetty.project","jetty-12.0.x-restore-push","refs/heads/","2022-10-24","2022-10-24",NA,NA,"jetty-12.0.x",2,0,0,29,200,"","jetty-12.0.x-restore-push",12,3395
"130","eclipse","jetty.project",8767,"Y3Vyc29yOjQwOA==","https://github.com/eclipse/jetty.project",231193,"https://github.com/eclipse/jetty.project/pull/8767","Refactor and improvements to HttpContent Factories","OPEN","false",28,28,"eclipse/jetty.project","jetty-12.0.x","refs/heads/","eclipse/jetty.project","jetty-12.0.x-HttpContent-Caching-Refactor","refs/heads/","2022-10-26","2022-10-26",NA,NA,"jetty-12.0.x",32,0,0,28,100,"","jetty-12.0.x-HttpContent-Caching-Refactor",7,1741
"131","eclipse","jetty.project",8888,"Y3Vyc29yOjQwOA==","https://github.com/eclipse/jetty.project",231193,"https://github.com/eclipse/jetty.project/pull/8888","Issue #8886 - support extensible Resource URI schemes","OPEN","true",11,11,"eclipse/jetty.project","jetty-12.0.x","refs/heads/","eclipse/jetty.project","fix/jetty-12-extensible-resource-schemes","refs/heads/","2022-11-11","2022-11-11",NA,NA,"jetty-12.0.x",7,0,0,14,38,"","fix/jetty-12-extensible-resource-schemes",2,368
"132","eclipse-vertx","vert.x",4453,"Y3Vyc29yOjk1","https://github.com/eclipse-vertx/vert.x",19373,"https://github.com/eclipse-vertx/vert.x/pull/4453","Reloading SSL Configuration","OPEN","false",27,12,"eclipse-vertx/vert.x","master","refs/heads/","Hakky54/vert.x","master","refs/heads/","2022-08-10","2022-08-10",NA,NA,"master",2,0,0,27,100,"","master",1,974
"133","eclipse-vertx","vert.x",4471,"Y3Vyc29yOjk1","https://github.com/eclipse-vertx/vert.x",19373,"https://github.com/eclipse-vertx/vert.x/pull/4471","Fix NPE in VertxImpl when the threadFactory is accessed before its assignment","OPEN","false",2,2,"eclipse-vertx/vert.x","master","refs/heads/","cescoffier/vert.x","move-thread-factory-assignment","refs/heads/","2022-09-07","2022-09-07",NA,NA,"master",7,16,548,2,100,"","move-thread-factory-assignment",1,1002
"134","eclipse-vertx","vert.x",4508,"Y3Vyc29yOjk1","https://github.com/eclipse-vertx/vert.x",19373,"https://github.com/eclipse-vertx/vert.x/pull/4508","Implement 103 early hints","OPEN","true",5,5,"eclipse-vertx/vert.x","master","refs/heads/","cavallium/vert.x","master","refs/heads/","2022-10-17","2022-10-17",NA,NA,"master",1,2,3,5,100,"","master",1,1018
"135","eclipse-vertx","vert.x",4519,"Y3Vyc29yOjk1","https://github.com/eclipse-vertx/vert.x",19373,"https://github.com/eclipse-vertx/vert.x/pull/4519","Allow hot reloading of certs through KeyCertOptions","OPEN","false",16,14,"eclipse-vertx/vert.x","master","refs/heads/","sarankk/vert.x","sk-oss/add-hot-reload-cert","refs/heads/","2022-10-25","2022-10-25",NA,NA,"master",4,0,0,16,100,"","sk-oss/add-hot-reload-cert",1,986
"136","eclipse-vertx","vert.x",4533,"Y3Vyc29yOjk1","https://github.com/eclipse-vertx/vert.x",19373,"https://github.com/eclipse-vertx/vert.x/pull/4533","Add convenient Trust/KeyCertOptions wrap() methods","OPEN","false",4,4,"eclipse-vertx/vert.x","master","refs/heads/","alekkol/vert.x","new-store-options-wrap-methods","refs/heads/","2022-11-10","2022-11-10",NA,NA,"master",2,0,0,4,100,"","new-store-options-wrap-methods",1,1468
"137","fabric8io","kubernetes-client",4024,"Y3Vyc29yOjUyNg==","https://github.com/fabric8io/kubernetes-client",12182,"https://github.com/fabric8io/kubernetes-client/pull/4024","using jandex for kubernetesdeserializer","OPEN","true",19,15,"fabric8io/kubernetes-client","master","refs/heads/","shawkins/kubernetes-client","resolving","refs/heads/","2022-03-30","2022-03-30",NA,NA,"master",7,0,0,19,14,"null[package] failed (1): [ERROR] COMPILATION ERROR : [ERROR] /data/maracas/experiments/work/fabric8io/kubernetes-client/f8dd11bb0315e8d4bdf6cb7087022f9dc55ed44f/UZEIWuFK569g/kubernetes-model-generator/kubernetes-model-apiextensions/target/generated-sources/annotations/io/fabric8/kubernetes/api/model/ValidationSchemaFluentImpl.java:[206,53] incompatible types: io.fabric8.kubernetes.api.model.apiextensions.v1.CustomResourceDefinitionCondition cannot be converted to io.fabric8.kubernetes.api.model.apiextensions.v1beta1.CustomResourceDefinitionCondition[ERROR] /data/maracas/experiments/work/fabric8io/kubernetes-client/f8dd11bb0315e8d4bdf6cb7087022f9dc55ed44f/UZEIWuFK569g/kubernetes-model-generator/kubernetes-model-apiextensions/target/generated-sources/annotations/io/fabric8/kubernetes/api/model/KubeSchemaFluentImpl.java:[206,53] incompatible types: io.fabric8.kubernetes.api.model.apiextensions.v1.CustomResourceDefinitionCondition cannot be converted to io.fabric8.kubernetes.api.model.apiextensions.v1beta1.CustomResourceDefinitionCondition[ERROR] Failed to execute goal org.apache.maven.plugins:maven-compiler-plugin:3.10.1:compile (default-compile) on project kubernetes-model-apiextensions: Compilation failure: Compilation failure: [ERROR] /data/maracas/experiments/work/fabric8io/kubernetes-client/f8dd11bb0315e8d4bdf6cb7087022f9dc55ed44f/UZEIWuFK569g/kubernetes-model-generator/kubernetes-model-apiextensions/target/generated-sources/annotations/io/fabric8/kubernetes/api/model/ValidationSchemaFluentImpl.java:[206,53] incompatible types: io.fabric8.kubernetes.api.model.apiextensions.v1.CustomResourceDefinitionCondition cannot be converted to io.fabric8.kubernetes.api.model.apiextensions.v1beta1.CustomResourceDefinitionCondition[ERROR] /data/maracas/experiments/work/fabric8io/kubernetes-client/f8dd11bb0315e8d4bdf6cb7087022f9dc55ed44f/UZEIWuFK569g/kubernetes-model-generator/kubernetes-model-apiextensions/target/generated-sources/annotations/io/fabric8/kubernetes/api/model/KubeSchemaFluentImpl.java:[206,53] incompatible types: io.fabric8.kubernetes.api.model.apiextensions.v1.CustomResourceDefinitionCondition cannot be converted to io.fabric8.kubernetes.api.model.apiextensions.v1beta1.CustomResourceDefinitionCondition[ERROR] -> [Help 1][ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch.[ERROR] Re-run Maven using the -X switch to enable full debug logging.[ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles:[ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException[ERROR] [ERROR] After correcting the problems, you can resume the build with the command[ERROR]   mvn <args> -rf :kubernetes-model-apiextensions","resolving",11,932
"138","fabric8io","kubernetes-client",4430,"Y3Vyc29yOjUyNg==","https://github.com/fabric8io/kubernetes-client",12182,"https://github.com/fabric8io/kubernetes-client/pull/4430","fix #4201: generalizing sendAsync support","OPEN","false",19,18,"fabric8io/kubernetes-client","master","refs/heads/","shawkins/kubernetes-client","4201","refs/heads/","2022-09-20","2022-09-20",NA,NA,"master",1,0,0,19,3,"null[package] failed (1): [ERROR] Failed to execute goal on project kubernetes-httpclient-jetty: Could not resolve dependencies for project io.fabric8:kubernetes-httpclient-jetty:jar:6.3-SNAPSHOT: Could not find artifact io.fabric8:kubernetes-client-api:jar:tests:6.3-SNAPSHOT -> [Help 1][ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch.[ERROR] Re-run Maven using the -X switch to enable full debug logging.[ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles:[ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/DependencyResolutionException[ERROR] [ERROR] After correcting the problems, you can resume the build with the command[ERROR]   mvn <args> -rf :kubernetes-httpclient-jetty[package] failed (1): [ERROR] COMPILATION ERROR : [ERROR] /data/maracas/experiments/work/fabric8io/kubernetes-client/ba04a46bf369f3b56f041d3bd87774e484374137/Gf50O3AHTeoA/kubernetes-model-generator/kubernetes-model-admissionregistration/target/generated-sources/annotations/io/fabric8/kubernetes/api/model/ValidationSchemaFluentImpl.java:[613,36] incompatible types: io.fabric8.kubernetes.api.model.admissionregistration.v1.ServiceReference cannot be converted to io.fabric8.kubernetes.api.model.admissionregistration.v1beta1.ServiceReference[ERROR] /data/maracas/experiments/work/fabric8io/kubernetes-client/ba04a46bf369f3b56f041d3bd87774e484374137/Gf50O3AHTeoA/kubernetes-model-generator/kubernetes-model-admissionregistration/target/generated-sources/annotations/io/fabric8/kubernetes/api/model/KubeSchemaFluentImpl.java:[613,36] incompatible types: io.fabric8.kubernetes.api.model.admissionregistration.v1.ServiceReference cannot be converted to io.fabric8.kubernetes.api.model.admissionregistration.v1beta1.ServiceReference[ERROR] Failed to execute goal org.apache.maven.plugins:maven-compiler-plugin:3.10.1:compile (default-compile) on project kubernetes-model-admissionregistration: Compilation failure: Compilation failure: [ERROR] /data/maracas/experiments/work/fabric8io/kubernetes-client/ba04a46bf369f3b56f041d3bd87774e484374137/Gf50O3AHTeoA/kubernetes-model-generator/kubernetes-model-admissionregistration/target/generated-sources/annotations/io/fabric8/kubernetes/api/model/ValidationSchemaFluentImpl.java:[613,36] incompatible types: io.fabric8.kubernetes.api.model.admissionregistration.v1.ServiceReference cannot be converted to io.fabric8.kubernetes.api.model.admissionregistration.v1beta1.ServiceReference[ERROR] /data/maracas/experiments/work/fabric8io/kubernetes-client/ba04a46bf369f3b56f041d3bd87774e484374137/Gf50O3AHTeoA/kubernetes-model-generator/kubernetes-model-admissionregistration/target/generated-sources/annotations/io/fabric8/kubernetes/api/model/KubeSchemaFluentImpl.java:[613,36] incompatible types: io.fabric8.kubernetes.api.model.admissionregistration.v1.ServiceReference cannot be converted to io.fabric8.kubernetes.api.model.admissionregistration.v1beta1.ServiceReference[ERROR] -> [Help 1][ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch.[ERROR] Re-run Maven using the -X switch to enable full debug logging.[ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles:[ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException[ERROR] [ERROR] After correcting the problems, you can resume the build with the command[ERROR]   mvn <args> -rf :kubernetes-model-admissionregistration[package] failed (1): [ERROR] COMPILATION ERROR : [ERROR] /data/maracas/experiments/work/fabric8io/kubernetes-client/ba04a46bf369f3b56f041d3bd87774e484374137/Gf50O3AHTeoA/kubernetes-model-generator/kubernetes-model-apiextensions/target/generated-sources/annotations/io/fabric8/kubernetes/api/model/KubeSchemaFluentImpl.java:[206,53] incompatible types: io.fabric8.kubernetes.api.model.apiextensions.v1.CustomResourceDefinitionCondition cannot be converted to io.fabric8.kubernetes.api.model.apiextensions.v1beta1.CustomResourceDefinitionCondition[ERROR] /data/maracas/experiments/work/fabric8io/kubernetes-client/ba04a46bf369f3b56f041d3bd87774e484374137/Gf50O3AHTeoA/kubernetes-model-generator/kubernetes-model-apiextensions/target/generated-sources/annotations/io/fabric8/kubernetes/api/model/ValidationSchemaFluentImpl.java:[206,53] incompatible types: io.fabric8.kubernetes.api.model.apiextensions.v1.CustomResourceDefinitionCondition cannot be converted to io.fabric8.kubernetes.api.model.apiextensions.v1beta1.CustomResourceDefinitionCondition[ERROR] Failed to execute goal org.apache.maven.plugins:maven-compiler-plugin:3.10.1:compile (default-compile) on project kubernetes-model-apiextensions: Compilation failure: Compilation failure: [ERROR] /data/maracas/experiments/work/fabric8io/kubernetes-client/ba04a46bf369f3b56f041d3bd87774e484374137/Gf50O3AHTeoA/kubernetes-model-generator/kubernetes-model-apiextensions/target/generated-sources/annotations/io/fabric8/kubernetes/api/model/KubeSchemaFluentImpl.java:[206,53] incompatible types: io.fabric8.kubernetes.api.model.apiextensions.v1.CustomResourceDefinitionCondition cannot be converted to io.fabric8.kubernetes.api.model.apiextensions.v1beta1.CustomResourceDefinitionCondition[ERROR] /data/maracas/experiments/work/fabric8io/kubernetes-client/ba04a46bf369f3b56f041d3bd87774e484374137/Gf50O3AHTeoA/kubernetes-model-generator/kubernetes-model-apiextensions/target/generated-sources/annotations/io/fabric8/kubernetes/api/model/ValidationSchemaFluentImpl.java:[206,53] incompatible types: io.fabric8.kubernetes.api.model.apiextensions.v1.CustomResourceDefinitionCondition cannot be converted to io.fabric8.kubernetes.api.model.apiextensions.v1beta1.CustomResourceDefinitionCondition[ERROR] -> [Help 1][ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch.[ERROR] Re-run Maven using the -X switch to enable full debug logging.[ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles:[ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException[ERROR] [ERROR] After correcting the problems, you can resume the build with the command[ERROR]   mvn <args> -rf :kubernetes-model-apiextensions[package] failed (1): [ERROR] COMPILATION ERROR : [ERROR] /data/maracas/experiments/work/fabric8io/kubernetes-client/ba04a46bf369f3b56f041d3bd87774e484374137/Gf50O3AHTeoA/kubernetes-client-api/src/main/java/io/fabric8/kubernetes/client/dsl/EditReplacePatchable.java:[18,41] cannot find symbol  symbol:   class TypedVisitor  location: package io.fabric8.kubernetes.api.builder[ERROR] /data/maracas/experiments/work/fabric8io/kubernetes-client/ba04a46bf369f3b56f041d3bd87774e484374137/Gf50O3AHTeoA/kubernetes-client-api/src/main/java/io/fabric8/kubernetes/client/Config.java:[28,39] cannot find symbol  symbol:   class ConfigBuilder  location: package io.fabric8.kubernetes.api.model[ERROR] /data/maracas/experiments/work/fabric8io/kubernetes-client/ba04a46bf369f3b56f041d3bd87774e484374137/Gf50O3AHTeoA/kubernetes-client-api/src/main/java/io/fabric8/kubernetes/client/dsl/base/CustomResourceDefinitionContext.java:[20,61] cannot find symbol  symbol:   class CustomResourceDefinitionBuilder  location: package io.fabric8.kubernetes.api.model.apiextensions.v1beta1[ERROR] /data/maracas/experiments/work/fabric8io/kubernetes-client/ba04a46bf369f3b56f041d3bd87774e484374137/Gf50O3AHTeoA/kubernetes-client-api/src/main/java/io/fabric8/kubernetes/client/dsl/base/CustomResourceDefinitionContext.java:[60,17] cannot find symbol  symbol:   class CustomResourceDefinitionBuilder  location: class io.fabric8.kubernetes.client.dsl.base.CustomResourceDefinitionContext[ERROR] /data/maracas/experiments/work/fabric8io/kubernetes-client/ba04a46bf369f3b56f041d3bd87774e484374137/Gf50O3AHTeoA/kubernetes-client-api/src/main/java/io/fabric8/kubernetes/client/dsl/base/CustomResourceDefinitionContext.java:[88,65] cannot find symbol  symbol:   class CustomResourceDefinitionBuilder  location: package io.fabric8.kubernetes.api.model.apiextensions.v1[ERROR] Failed to execute goal org.apache.maven.plugins:maven-compiler-plugin:3.10.1:compile (default-compile) on project kubernetes-client-api: Compilation failure: Compilation failure: [ERROR] /data/maracas/experiments/work/fabric8io/kubernetes-client/ba04a46bf369f3b56f041d3bd87774e484374137/Gf50O3AHTeoA/kubernetes-client-api/src/main/java/io/fabric8/kubernetes/client/dsl/EditReplacePatchable.java:[18,41] cannot find symbol[ERROR]   symbol:   class TypedVisitor[ERROR]   location: package io.fabric8.kubernetes.api.builder[ERROR] /data/maracas/experiments/work/fabric8io/kubernetes-client/ba04a46bf369f3b56f041d3bd87774e484374137/Gf50O3AHTeoA/kubernetes-client-api/src/main/java/io/fabric8/kubernetes/client/Config.java:[28,39] cannot find symbol[ERROR]   symbol:   class ConfigBuilder[ERROR]   location: package io.fabric8.kubernetes.api.model[ERROR] /data/maracas/experiments/work/fabric8io/kubernetes-client/ba04a46bf369f3b56f041d3bd87774e484374137/Gf50O3AHTeoA/kubernetes-client-api/src/main/java/io/fabric8/kubernetes/client/dsl/base/CustomResourceDefinitionContext.java:[20,61] cannot find symbol[ERROR]   symbol:   class CustomResourceDefinitionBuilder[ERROR]   location: package io.fabric8.kubernetes.api.model.apiextensions.v1beta1[ERROR] /data/maracas/experiments/work/fabric8io/kubernetes-client/ba04a46bf369f3b56f041d3bd87774e484374137/Gf50O3AHTeoA/kubernetes-client-api/src/main/java/io/fabric8/kubernetes/client/dsl/base/CustomResourceDefinitionContext.java:[60,17] cannot find symbol[ERROR]   symbol:   class CustomResourceDefinitionBuilder[ERROR]   location: class io.fabric8.kubernetes.client.dsl.base.CustomResourceDefinitionContext[ERROR] /data/maracas/experiments/work/fabric8io/kubernetes-client/ba04a46bf369f3b56f041d3bd87774e484374137/Gf50O3AHTeoA/kubernetes-client-api/src/main/java/io/fabric8/kubernetes/client/dsl/base/CustomResourceDefinitionContext.java:[88,65] cannot find symbol[ERROR]   symbol:   class CustomResourceDefinitionBuilder[ERROR]   location: package io.fabric8.kubernetes.api.model.apiextensions.v1[ERROR] -> [Help 1][ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch.[ERROR] Re-run Maven using the -X switch to enable full debug logging.[ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles:[ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException[ERROR] [ERROR] After correcting the problems, you can resume the build with the command[ERROR]   mvn <args> -rf :kubernetes-client-api[package] failed (1): [ERROR] COMPILATION ERROR : [ERROR] /data/maracas/experiments/work/fabric8io/kubernetes-client/ba04a46bf369f3b56f041d3bd87774e484374137/Gf50O3AHTeoA/kubernetes-client-api/src/main/java/io/fabric8/kubernetes/client/dsl/EditReplacePatchable.java:[18,41] cannot find symbol  symbol:   class TypedVisitor  location: package io.fabric8.kubernetes.api.builder[ERROR] /data/maracas/experiments/work/fabric8io/kubernetes-client/ba04a46bf369f3b56f041d3bd87774e484374137/Gf50O3AHTeoA/kubernetes-client-api/src/main/java/io/fabric8/kubernetes/client/Config.java:[28,39] cannot find symbol  symbol:   class ConfigBuilder  location: package io.fabric8.kubernetes.api.model[ERROR] /data/maracas/experiments/work/fabric8io/kubernetes-client/ba04a46bf369f3b56f041d3bd87774e484374137/Gf50O3AHTeoA/kubernetes-client-api/src/main/java/io/fabric8/kubernetes/client/dsl/V1beta1CertificateSigningRequestResource.java:[19,60] cannot find symbol  symbol:   class CertificateSigningRequestConditionBuilder  location: package io.fabric8.kubernetes.api.model.certificates.v1beta1[ERROR] /data/maracas/experiments/work/fabric8io/kubernetes-client/ba04a46bf369f3b56f041d3bd87774e484374137/Gf50O3AHTeoA/kubernetes-client-api/src/main/java/io/fabric8/kubernetes/client/dsl/CertificateSigningRequestResource.java:[19,55] cannot find symbol  symbol:   class CertificateSigningRequestConditionBuilder  location: package io.fabric8.kubernetes.api.model.certificates.v1[ERROR] /data/maracas/experiments/work/fabric8io/kubernetes-client/ba04a46bf369f3b56f041d3bd87774e484374137/Gf50O3AHTeoA/kubernetes-client-api/src/main/java/io/fabric8/kubernetes/client/extended/leaderelection/resourcelock/LeaseLock.java:[19,55] cannot find symbol  symbol:   class LeaseBuilder  location: package io.fabric8.kubernetes.api.model.coordination.v1[ERROR] /data/maracas/experiments/work/fabric8io/kubernetes-client/ba04a46bf369f3b56f041d3bd87774e484374137/Gf50O3AHTeoA/kubernetes-client-api/src/main/java/io/fabric8/kubernetes/client/dsl/base/CustomResourceDefinitionContext.java:[20,61] cannot find symbol  symbol:   class CustomResourceDefinitionBuilder  location: package io.fabric8.kubernetes.api.model.apiextensions.v1beta1[ERROR] /data/maracas/experiments/work/fabric8io/kubernetes-client/ba04a46bf369f3b56f041d3bd87774e484374137/Gf50O3AHTeoA/kubernetes-client-api/src/main/java/io/fabric8/kubernetes/client/dsl/base/CustomResourceDefinitionContext.java:[60,17] cannot find symbol  symbol:   class CustomResourceDefinitionBuilder  location: class io.fabric8.kubernetes.client.dsl.base.CustomResourceDefinitionContext[ERROR] /data/maracas/experiments/work/fabric8io/kubernetes-client/ba04a46bf369f3b56f041d3bd87774e484374137/Gf50O3AHTeoA/kubernetes-client-api/src/main/java/io/fabric8/kubernetes/client/dsl/base/CustomResourceDefinitionContext.java:[88,65] cannot find symbol  symbol:   class CustomResourceDefinitionBuilder  location: package io.fabric8.kubernetes.api.model.apiextensions.v1[ERROR] Failed to execute goal org.apache.maven.plugins:maven-compiler-plugin:3.10.1:compile (default-compile) on project kubernetes-client-api: Compilation failure: Compilation failure: [ERROR] /data/maracas/experiments/work/fabric8io/kubernetes-client/ba04a46bf369f3b56f041d3bd87774e484374137/Gf50O3AHTeoA/kubernetes-client-api/src/main/java/io/fabric8/kubernetes/client/dsl/EditReplacePatchable.java:[18,41] cannot find symbol[ERROR]   symbol:   class TypedVisitor[ERROR]   location: package io.fabric8.kubernetes.api.builder[ERROR] /data/maracas/experiments/work/fabric8io/kubernetes-client/ba04a46bf369f3b56f041d3bd87774e484374137/Gf50O3AHTeoA/kubernetes-client-api/src/main/java/io/fabric8/kubernetes/client/Config.java:[28,39] cannot find symbol[ERROR]   symbol:   class ConfigBuilder[ERROR]   location: package io.fabric8.kubernetes.api.model[ERROR] /data/maracas/experiments/work/fabric8io/kubernetes-client/ba04a46bf369f3b56f041d3bd87774e484374137/Gf50O3AHTeoA/kubernetes-client-api/src/main/java/io/fabric8/kubernetes/client/dsl/V1beta1CertificateSigningRequestResource.java:[19,60] cannot find symbol[ERROR]   symbol:   class CertificateSigningRequestConditionBuilder[ERROR]   location: package io.fabric8.kubernetes.api.model.certificates.v1beta1[ERROR] /data/maracas/experiments/work/fabric8io/kubernetes-client/ba04a46bf369f3b56f041d3bd87774e484374137/Gf50O3AHTeoA/kubernetes-client-api/src/main/java/io/fabric8/kubernetes/client/dsl/CertificateSigningRequestResource.java:[19,55] cannot find symbol[ERROR]   symbol:   class CertificateSigningRequestConditionBuilder[ERROR]   location: package io.fabric8.kubernetes.api.model.certificates.v1[ERROR] /data/maracas/experiments/work/fabric8io/kubernetes-client/ba04a46bf369f3b56f041d3bd87774e484374137/Gf50O3AHTeoA/kubernetes-client-api/src/main/java/io/fabric8/kubernetes/client/extended/leaderelection/resourcelock/LeaseLock.java:[19,55] cannot find symbol[ERROR]   symbol:   class LeaseBuilder[ERROR]   location: package io.fabric8.kubernetes.api.model.coordination.v1[ERROR] /data/maracas/experiments/work/fabric8io/kubernetes-client/ba04a46bf369f3b56f041d3bd87774e484374137/Gf50O3AHTeoA/kubernetes-client-api/src/main/java/io/fabric8/kubernetes/client/dsl/base/CustomResourceDefinitionContext.java:[20,61] cannot find symbol[ERROR]   symbol:   class CustomResourceDefinitionBuilder[ERROR]   location: package io.fabric8.kubernetes.api.model.apiextensions.v1beta1[ERROR] /data/maracas/experiments/work/fabric8io/kubernetes-client/ba04a46bf369f3b56f041d3bd87774e484374137/Gf50O3AHTeoA/kubernetes-client-api/src/main/java/io/fabric8/kubernetes/client/dsl/base/CustomResourceDefinitionContext.java:[60,17] cannot find symbol[ERROR]   symbol:   class CustomResourceDefinitionBuilder[ERROR]   location: class io.fabric8.kubernetes.client.dsl.base.CustomResourceDefinitionContext[ERROR] /data/maracas/experiments/work/fabric8io/kubernetes-client/ba04a46bf369f3b56f041d3bd87774e484374137/Gf50O3AHTeoA/kubernetes-client-api/src/main/java/io/fabric8/kubernetes/client/dsl/base/CustomResourceDefinitionContext.java:[88,65] cannot find symbol[ERROR]   symbol:   class CustomResourceDefinitionBuilder[ERROR]   location: package io.fabric8.kubernetes.api.model.apiextensions.v1[ERROR] -> [Help 1][ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch.[ERROR] Re-run Maven using the -X switch to enable full debug logging.[ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles:[ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException[ERROR] [ERROR] After correcting the problems, you can resume the build with the command[ERROR]   mvn <args> -rf :kubernetes-client-api","4201",6,999
