cursor,owner,name,repoUrl,clients,prUrl,title,number,state,draft,files,javaFiles,baseRepo,baseRef,baseRefPrefix,headRepo,headRef,headRefPrefix,createdAt,publishedAt
Y3Vyc29yOjg0,prestodb,presto,https://github.com/prestodb/presto,6581,https://github.com/prestodb/presto/pull/18384,improve sync_partition_metadata performance,18384,OPEN,false,4,4,prestodb/presto,master,refs/heads/,fgwang7w/presto,syncpart-oss,refs/heads/,2022-09-22,2022-09-22
Y3Vyc29yOjg0,prestodb,presto,https://github.com/prestodb/presto,6581,https://github.com/prestodb/presto/pull/18381,Transformations of Existential Subqueries using Early-out Joins,18381,OPEN,false,32,32,prestodb/presto,master,refs/heads/,ClarenceThreepwood/presto,earlyoutjointransformations,refs/heads/,2022-09-21,2022-09-21
Y3Vyc29yOjg0,prestodb,presto,https://github.com/prestodb/presto,6581,https://github.com/prestodb/presto/pull/18354,Fix catalog config resource lost on hudi mor read,18354,OPEN,false,1,1,prestodb/presto,master,refs/heads/,permanentstar/presto,hudi-mor-bugfix,refs/heads/,2022-09-16,2022-09-16
Y3Vyc29yOjg0,prestodb,presto,https://github.com/prestodb/presto,6581,https://github.com/prestodb/presto/pull/18329,[PrestoOnSpark] Record prestoOnSpark taskBootstrap time,18329,OPEN,false,14,14,prestodb/presto,master,refs/heads/,shrinidhijoshi/presto,startupTime,refs/heads/,2022-09-12,2022-09-12
Y3Vyc29yOjg0,prestodb,presto,https://github.com/prestodb/presto,6581,https://github.com/prestodb/presto/pull/18324,Fix error while accessing tables when using Glue,18324,OPEN,false,25,25,prestodb/presto,master,refs/heads/,pratyakshsharma/presto,csv-glue-fix,refs/heads/,2022-09-11,2022-09-11
Y3Vyc29yOjg0,prestodb,presto,https://github.com/prestodb/presto,6581,https://github.com/prestodb/presto/pull/18320,Decimal arithmetic and logical functions e2e tests,18320,OPEN,true,1,1,prestodb/presto,master,refs/heads/,karteekmurthys/presto,decimal-arithmetic-e2e,refs/heads/,2022-09-09,2022-09-09
Y3Vyc29yOjg0,prestodb,presto,https://github.com/prestodb/presto,6581,https://github.com/prestodb/presto/pull/18284,[native] BenchmarkQueryRunner getTotalCpuTime(),18284,OPEN,false,1,1,prestodb/presto,master,refs/heads/,Mionsz/presto,private/mlinkiew/presto_benchmark_native_fix,refs/heads/,2022-09-03,2022-09-03
Y3Vyc29yOjg0,prestodb,presto,https://github.com/prestodb/presto,6581,https://github.com/prestodb/presto/pull/18244,Hbo more commits,18244,OPEN,false,22,22,prestodb/presto,master,refs/heads/,pranjalssh/presto,hbo_commits_2,refs/heads/,2022-08-27,2022-08-27
Y3Vyc29yOjg0,prestodb,presto,https://github.com/prestodb/presto,6581,https://github.com/prestodb/presto/pull/18172,presto-pinot: Support pushdown of dynamic filters in pinot,18172,OPEN,false,6,5,prestodb/presto,master,refs/heads/,cliandy/presto,pinot-dynamic-filter-pushdown,refs/heads/,2022-08-11,2022-08-11
Y3Vyc29yOjg0,prestodb,presto,https://github.com/prestodb/presto,6581,https://github.com/prestodb/presto/pull/18124,Re-enable Nessie namespace/table visibility tests,18124,OPEN,false,2,2,prestodb/presto,master,refs/heads/,nastra/presto,nessie-tests,refs/heads/,2022-07-29,2022-07-29
Y3Vyc29yOjg0,prestodb,presto,https://github.com/prestodb/presto,6581,https://github.com/prestodb/presto/pull/17972,Extended readMapping to columnMapping for jdbc connectors,17972,OPEN,false,22,22,prestodb/presto,master,refs/heads/,pratyakshsharma/presto,jdbc-refactor,refs/heads/,2022-07-04,2022-07-04
Y3Vyc29yOjg0,prestodb,presto,https://github.com/prestodb/presto,6581,https://github.com/prestodb/presto/pull/17765,Add support for replicated reads for broadcast join optimization,17765,OPEN,false,56,56,prestodb/presto,master,refs/heads/,fgwang7w/presto,replicated_join,refs/heads/,2022-05-14,2022-05-14
Y3Vyc29yOjg0,prestodb,presto,https://github.com/prestodb/presto,6581,https://github.com/prestodb/presto/pull/17117,Support 'Create table as' in Bigquery Connector,17117,OPEN,false,6,6,prestodb/presto,master,refs/heads/,xtaisafelix/presto,master,refs/heads/,2021-12-16,2021-12-16
Y3Vyc29yOjg0,prestodb,presto,https://github.com/prestodb/presto,6581,https://github.com/prestodb/presto/pull/16875,Add support for UUID in PostgreSQL connector,16875,OPEN,false,11,11,prestodb/presto,master,refs/heads/,agrawalreetika/prestodb,UUID-datatype,refs/heads/,2021-10-14,2021-10-14
Y3Vyc29yOjg2,keycloak,keycloak,https://github.com/keycloak/keycloak,22721,https://github.com/keycloak/keycloak/pull/15480,Fix ConcurrentModificationException in NginxProxySslClientCertificate…,15480,OPEN,false,1,1,keycloak/keycloak,main,refs/heads/,Bukarim/keycloak,main,refs/heads/,2022-11-13,2022-11-13
Y3Vyc29yOjg2,keycloak,keycloak,https://github.com/keycloak/keycloak,22721,https://github.com/keycloak/keycloak/pull/15469,Configure isolation-level to REPEATABLE_READ with H2 database to fix …,15469,OPEN,true,4,4,keycloak/keycloak,main,refs/heads/,mhajas/keycloak,14917-ConcurrentAuthzTest-testStaleCacheConcurrent-intermittent-failures,refs/heads/,2022-11-11,2022-11-11
Y3Vyc29yOjg2,keycloak,keycloak,https://github.com/keycloak/keycloak,22721,https://github.com/keycloak/keycloak/pull/15466,Upgrade Liquibase to version 4.16.1,15466,OPEN,false,3,2,keycloak/keycloak,main,refs/heads/,sguilhen/keycloak,15089-liquibase-upgrade,refs/heads/,2022-11-11,2022-11-11
Y3Vyc29yOjg2,keycloak,keycloak,https://github.com/keycloak/keycloak,22721,https://github.com/keycloak/keycloak/pull/15463,Fix performance issues with many offline sessions,15463,OPEN,false,2,2,keycloak/keycloak,main,refs/heads/,hmlnarik/keycloak,13340-perf-issues-with-many-offline-sessions,refs/heads/,2022-11-11,2022-11-11
Y3Vyc29yOjg2,keycloak,keycloak,https://github.com/keycloak/keycloak,22721,https://github.com/keycloak/keycloak/pull/15453,Add JWK into JWT header,15453,OPEN,false,1,1,keycloak/keycloak,main,refs/heads/,RuslanTM/keycloak,#15419-AddJWKToJWTHeader,refs/heads/,2022-11-10,2022-11-10
Y3Vyc29yOjg2,keycloak,keycloak,https://github.com/keycloak/keycloak,22721,https://github.com/keycloak/keycloak/pull/15451,Removing unnecessary injection points from JAX-RS (sub)resources,15451,OPEN,true,67,67,keycloak/keycloak,main,refs/heads/,pedroigor/keycloak,issue-15450,refs/heads/,2022-11-10,2022-11-10
Y3Vyc29yOjg2,keycloak,keycloak,https://github.com/keycloak/keycloak,22721,https://github.com/keycloak/keycloak/pull/15409,Disabling strict https if hostname is diasabled,15409,OPEN,false,4,4,keycloak/keycloak,main,refs/heads/,pedroigor/keycloak,issue-15287,refs/heads/,2022-11-08,2022-11-08
Y3Vyc29yOjg2,keycloak,keycloak,https://github.com/keycloak/keycloak,22721,https://github.com/keycloak/keycloak/pull/15408,Cookies processing refactoring,15408,OPEN,true,16,16,keycloak/keycloak,main,refs/heads/,mabartos/keycloak,cookieHelperRefactoring,refs/heads/,2022-11-08,2022-11-08
Y3Vyc29yOjg2,keycloak,keycloak,https://github.com/keycloak/keycloak,22721,https://github.com/keycloak/keycloak/pull/15370,Allow mapping of UserSessionNotes into UserInfo,15370,OPEN,false,1,1,keycloak/keycloak,main,refs/heads/,sonOfRa/keycloak,usersession-userinfo,refs/heads/,2022-11-07,2022-11-07
Y3Vyc29yOjg2,keycloak,keycloak,https://github.com/keycloak/keycloak,22721,https://github.com/keycloak/keycloak/pull/15355,Strip secret of user when creating from admin API,15355,OPEN,false,2,2,keycloak/keycloak,main,refs/heads/,lexcao/keycloak,14843/strip-secrets,refs/heads/,2022-11-05,2022-11-05
Y3Vyc29yOjg2,keycloak,keycloak,https://github.com/keycloak/keycloak,22721,https://github.com/keycloak/keycloak/pull/15298,Weird export/re-import behaviour regarding post.logout.redirect.uris,15298,OPEN,false,3,2,keycloak/keycloak,main,refs/heads/,douglaspalmer/keycloak,14884,refs/heads/,2022-11-02,2022-11-02
Y3Vyc29yOjg2,keycloak,keycloak,https://github.com/keycloak/keycloak,22721,https://github.com/keycloak/keycloak/pull/15293,Fix label for IdpReviewProfileAuthenticatorFactory,15293,OPEN,false,1,1,keycloak/keycloak,main,refs/heads/,zak905/keycloak,fix_label_idp_review_profile_authenticator,refs/heads/,2022-11-02,2022-11-02
Y3Vyc29yOjg2,keycloak,keycloak,https://github.com/keycloak/keycloak,22721,https://github.com/keycloak/keycloak/pull/15284,process user und client locale in login form provider (#10981),15284,OPEN,false,1,1,keycloak/keycloak,main,refs/heads/,fregge/keycloak,features/GH-10981-process-user-and-client-locale-in-login-forms,refs/heads/,2022-11-02,2022-11-02
Y3Vyc29yOjg2,keycloak,keycloak,https://github.com/keycloak/keycloak,22721,https://github.com/keycloak/keycloak/pull/15282,add redirect_uri param to reset password link #15279,15282,OPEN,false,1,1,keycloak/keycloak,main,refs/heads/,fregge/keycloak,features/GH-15279-add_redirect_uri-param-to-reset-password-link,refs/heads/,2022-11-02,2022-11-02
Y3Vyc29yOjg2,keycloak,keycloak,https://github.com/keycloak/keycloak,22721,https://github.com/keycloak/keycloak/pull/15280,Make KeycloakErrorHandler more robust against NPEs #15278,15280,OPEN,false,1,1,keycloak/keycloak,main,refs/heads/,thomasdarimont/keycloak,issue/GH-15278-Make-KeycloakErrorHandler-more-robust,refs/heads/,2022-11-02,2022-11-02
Y3Vyc29yOjg2,keycloak,keycloak,https://github.com/keycloak/keycloak,22721,https://github.com/keycloak/keycloak/pull/15263,Add mapping UserSessionNoteMapper into UserInfo claims,15263,OPEN,false,1,1,keycloak/keycloak,main,refs/heads/,RuslanTM/keycloak,#15251-UserSessionNoteMappingInUserInfo,refs/heads/,2022-11-02,2022-11-02
Y3Vyc29yOjg2,keycloak,keycloak,https://github.com/keycloak/keycloak,22721,https://github.com/keycloak/keycloak/pull/15257,Expose attribute metadata from the User API,15257,OPEN,false,8,8,keycloak/keycloak,main,refs/heads/,pedroigor/keycloak,issue-15256,refs/heads/,2022-11-01,2022-11-01
Y3Vyc29yOjg2,keycloak,keycloak,https://github.com/keycloak/keycloak,22721,https://github.com/keycloak/keycloak/pull/15253,Implement forced password change for LDAP federated user (password policy control),15253,OPEN,false,14,12,keycloak/keycloak,main,refs/heads/,Nordix/keycloak,ldap-forced-password-change,refs/heads/,2022-11-01,2022-11-01
Y3Vyc29yOjg2,keycloak,keycloak,https://github.com/keycloak/keycloak,22721,https://github.com/keycloak/keycloak/pull/15250,Delete old admin console,15250,OPEN,false,100,94,keycloak/keycloak,main,refs/heads/,stianst/keycloak,remove-old-admin,refs/heads/,2022-11-01,2022-11-01
Y3Vyc29yOjg2,keycloak,keycloak,https://github.com/keycloak/keycloak,22721,https://github.com/keycloak/keycloak/pull/15243,Move transaction processing into session close,15243,OPEN,false,21,21,keycloak/keycloak,main,refs/heads/,hmlnarik/keycloak,session-close-extract,refs/heads/,2022-11-01,2022-11-01
Y3Vyc29yOjg2,keycloak,keycloak,https://github.com/keycloak/keycloak,22721,https://github.com/keycloak/keycloak/pull/15235,[DRAFT] 15234 switch to micrometer metrics,15235,OPEN,false,8,5,keycloak/keycloak,main,refs/heads/,bosch-io/keycloak,15234-switch-to-micrometer-metrics,refs/heads/,2022-10-31,2022-10-31
Y3Vyc29yOjg2,keycloak,keycloak,https://github.com/keycloak/keycloak,22721,https://github.com/keycloak/keycloak/pull/15191,Testkube Comparison tests,15191,OPEN,true,2,2,keycloak/keycloak,main,refs/heads/,nehachopra27/keycloak,testkube,refs/heads/,2022-10-27,2022-10-27
Y3Vyc29yOjg2,keycloak,keycloak,https://github.com/keycloak/keycloak,22721,https://github.com/keycloak/keycloak/pull/15180,"Fixes the  ""Page Not Found - We are Sorry"" after successful login and logout from a desktop app. Now shows simple message.",15180,OPEN,false,1,1,keycloak/keycloak,main,refs/heads/,adame11/keycloak,issue9401,refs/heads/,2022-10-27,2022-10-27
Y3Vyc29yOjg2,keycloak,keycloak,https://github.com/keycloak/keycloak,22721,https://github.com/keycloak/keycloak/pull/15139,Fix UnrecognizedPropertyException on method realmResource.flows().getExecution(String),15139,OPEN,false,4,4,keycloak/keycloak,main,refs/heads/,bosch-io/keycloak,fix/issue-14115,refs/heads/,2022-10-25,2022-10-25
Y3Vyc29yOjg2,keycloak,keycloak,https://github.com/keycloak/keycloak,22721,https://github.com/keycloak/keycloak/pull/15100,trigger IDENTITY_PROVIDER_FIRST_LOGIN event when identity provider flow succeeds,15100,OPEN,false,1,1,keycloak/keycloak,main,refs/heads/,zak905/keycloak,bug_15098,refs/heads/,2022-10-22,2022-10-22
Y3Vyc29yOjg2,keycloak,keycloak,https://github.com/keycloak/keycloak,22721,https://github.com/keycloak/keycloak/pull/15094,Add missing parameter to the JpaRootAuthenticationSessionEntity const…,15094,OPEN,false,1,1,keycloak/keycloak,main,refs/heads/,sguilhen/keycloak,15093-fix-root-auth-session-constructor,refs/heads/,2022-10-21,2022-10-21
Y3Vyc29yOjg2,keycloak,keycloak,https://github.com/keycloak/keycloak,22721,https://github.com/keycloak/keycloak/pull/15070,Adding user session creation time when calculating client session lifespan,15070,OPEN,false,3,3,keycloak/keycloak,main,refs/heads/,pjbober/keycloak,14854-consider-user-session-lifespan-in-client-sessions,refs/heads/,2022-10-20,2022-10-20
Y3Vyc29yOjg2,keycloak,keycloak,https://github.com/keycloak/keycloak,22721,https://github.com/keycloak/keycloak/pull/15056,initial impl of running export/import without serving,15056,OPEN,false,5,4,keycloak/keycloak,main,refs/heads/,DGuhr/keycloak,10815_avoid_httpserver_start,refs/heads/,2022-10-20,2022-10-20
Y3Vyc29yOjg2,keycloak,keycloak,https://github.com/keycloak/keycloak,22721,https://github.com/keycloak/keycloak/pull/15047,10090 remove paginate query workaround,15047,OPEN,true,13,8,keycloak/keycloak,main,refs/heads/,martin-kanis/keycloak,10090-remove-paginate-query-workaround,refs/heads/,2022-10-20,2022-10-20
Y3Vyc29yOjg2,keycloak,keycloak,https://github.com/keycloak/keycloak,22721,https://github.com/keycloak/keycloak/pull/15043,Allow managing the required settigs for the email attribute,15043,OPEN,false,13,10,keycloak/keycloak,main,refs/heads/,pedroigor/keycloak,issue-15026,refs/heads/,2022-10-20,2022-10-20
Y3Vyc29yOjg2,keycloak,keycloak,https://github.com/keycloak/keycloak,22721,https://github.com/keycloak/keycloak/pull/15023,12497 update index schema,15023,OPEN,true,14,9,keycloak/keycloak,main,refs/heads/,martin-kanis/keycloak,12497-update-index-schema,refs/heads/,2022-10-19,2022-10-19
Y3Vyc29yOjg2,keycloak,keycloak,https://github.com/keycloak/keycloak,22721,https://github.com/keycloak/keycloak/pull/14952,Issue #14933: jwks endpoint for X/Y coordinates in EC keypair can return less bytes than expected,14952,OPEN,false,4,4,keycloak/keycloak,main,refs/heads/,rmartinc/keycloak,issue-14933,refs/heads/,2022-10-18,2022-10-18
Y3Vyc29yOjg2,keycloak,keycloak,https://github.com/keycloak/keycloak,22721,https://github.com/keycloak/keycloak/pull/14947,Ignore unrecognized JSON fields for OIDC dynamic client registration,14947,OPEN,false,1,1,keycloak/keycloak,main,refs/heads/,CarrettiPro/keycloak,#14946-Unrecognized-JSON-field-causes-DCR-to-fail,refs/heads/,2022-10-17,2022-10-17
Y3Vyc29yOjg2,keycloak,keycloak,https://github.com/keycloak/keycloak,22721,https://github.com/keycloak/keycloak/pull/14930,Add admin event for 'remove-imported-users' action,14930,OPEN,false,4,4,keycloak/keycloak,main,refs/heads/,Vividious/keycloak,feature/add-remove-imported-users-event,refs/heads/,2022-10-17,2022-10-17
Y3Vyc29yOjg2,keycloak,keycloak,https://github.com/keycloak/keycloak,22721,https://github.com/keycloak/keycloak/pull/14925,Update Infinispan version to 14.0.2.Final,14925,OPEN,false,13,7,keycloak/keycloak,main,refs/heads/,martin-kanis/keycloak,12494-update-infinispan-14,refs/heads/,2022-10-17,2022-10-17
Y3Vyc29yOjg2,keycloak,keycloak,https://github.com/keycloak/keycloak,22721,https://github.com/keycloak/keycloak/pull/14893,Admin API - Count users by custom user attribute,14893,OPEN,false,1,1,keycloak/keycloak,main,refs/heads/,gilvansfilho/keycloak,kc-14747,refs/heads/,2022-10-14,2022-10-14
Y3Vyc29yOjg2,keycloak,keycloak,https://github.com/keycloak/keycloak,22721,https://github.com/keycloak/keycloak/pull/14836,Ensure prompt=none is forwarded when a prompt is also specified in the IDP config,14836,OPEN,false,2,2,keycloak/keycloak,main,refs/heads/,kherock/keycloak,fix-prompt-none-forward,refs/heads/,2022-10-11,2022-10-11
Y3Vyc29yOjg2,keycloak,keycloak,https://github.com/keycloak/keycloak,22721,https://github.com/keycloak/keycloak/pull/14773,* Initial try to support mssql as backend for map-jpa,14773,OPEN,true,34,17,keycloak/keycloak,main,refs/heads/,bosch-io/keycloak,poc/map-jpa-mssql,refs/heads/,2022-10-06,2022-10-06
Y3Vyc29yOjg2,keycloak,keycloak,https://github.com/keycloak/keycloak,22721,https://github.com/keycloak/keycloak/pull/14751,Deprecate DBLockProvider and replace it with new LockingMechanismProvider,14751,OPEN,false,31,22,keycloak/keycloak,main,refs/heads/,mhajas/keycloak,9388-Provide-locking-mechanism-per-map-storage-and-area,refs/heads/,2022-10-06,2022-10-06
Y3Vyc29yOjg2,keycloak,keycloak,https://github.com/keycloak/keycloak,22721,https://github.com/keycloak/keycloak/pull/14713,Speed up Quarkus Testsuites by adding '--storage=chm' where it makes …,14713,OPEN,false,22,22,keycloak/keycloak,main,refs/heads/,andre-nascimento-rh/keycloak-cnd-work,issue-13544,refs/heads/,2022-10-04,2022-10-04
Y3Vyc29yOjg2,keycloak,keycloak,https://github.com/keycloak/keycloak,22721,https://github.com/keycloak/keycloak/pull/14706,Fix ConcurrentLoginTest.concurrentLoginSingleUserSingleClient on Cock…,14706,OPEN,false,10,10,keycloak/keycloak,main,refs/heads/,sguilhen/keycloak,13210-concurrent-login-failure,refs/heads/,2022-10-03,2022-10-03
Y3Vyc29yOjg2,keycloak,keycloak,https://github.com/keycloak/keycloak,22721,https://github.com/keycloak/keycloak/pull/14701,Testing Elytron module,14701,OPEN,true,100,26,keycloak/keycloak,main,refs/heads/,david-rh/keycloak,main,refs/heads/,2022-10-03,2022-10-03
Y3Vyc29yOjg2,keycloak,keycloak,https://github.com/keycloak/keycloak,22721,https://github.com/keycloak/keycloak/pull/14612,Set the default for a realm without depending on the representation,14612,OPEN,true,12,12,keycloak/keycloak,main,refs/heads/,ahus1/keycloak,is-14583-partial-import-realms-map-storage,refs/heads/,2022-09-27,2022-09-27
Y3Vyc29yOjg2,keycloak,keycloak,https://github.com/keycloak/keycloak,22721,https://github.com/keycloak/keycloak/pull/14605,Add conditional http request header to close #14604,14605,OPEN,false,3,2,keycloak/keycloak,main,refs/heads/,kreativmonkey/keycloak,main,refs/heads/,2022-09-27,2022-09-27
Y3Vyc29yOjg2,keycloak,keycloak,https://github.com/keycloak/keycloak,22721,https://github.com/keycloak/keycloak/pull/14283,iterate any attribute in multi-valued RDN to find the correct one,14283,OPEN,false,4,3,keycloak/keycloak,main,refs/heads/,yoannguion/keycloak,fix-issue-14280,refs/heads/,2022-09-08,2022-09-08
Y3Vyc29yOjg2,keycloak,keycloak,https://github.com/keycloak/keycloak,22721,https://github.com/keycloak/keycloak/pull/14174,"Fix #14173, should not hide IDP from login page",14174,OPEN,false,2,2,keycloak/keycloak,main,refs/heads/,vilmosnagy/keycloak,issue/14173,refs/heads/,2022-09-02,2022-09-02
Y3Vyc29yOjg2,keycloak,keycloak,https://github.com/keycloak/keycloak,22721,https://github.com/keycloak/keycloak/pull/14095,Fix 500 unknown_error response when calling the token endpoint with empty form data,14095,OPEN,false,1,1,keycloak/keycloak,main,refs/heads/,agaman1792/keycloak,11971-fix-error-response,refs/heads/,2022-08-30,2022-08-30
Y3Vyc29yOjg2,keycloak,keycloak,https://github.com/keycloak/keycloak,22721,https://github.com/keycloak/keycloak/pull/12043,scope parameter in refresh flow,12043,OPEN,false,7,7,keycloak/keycloak,main,refs/heads/,eosc-kc/keycloak,12009-scope-refreshflow,refs/heads/,2022-05-17,2022-05-17
Y3Vyc29yOjg2,keycloak,keycloak,https://github.com/keycloak/keycloak,22721,https://github.com/keycloak/keycloak/pull/10568,Support for granular permissions in Account Console,10568,OPEN,false,21,12,keycloak/keycloak,main,refs/heads/,eosc-kc/keycloak,8734-account-console,refs/heads/,2022-03-03,2022-03-03
Y3Vyc29yOjg2,keycloak,keycloak,https://github.com/keycloak/keycloak,22721,https://github.com/keycloak/keycloak/pull/9018,#9017 Pre-authorization hook for client policies,9018,OPEN,false,3,3,keycloak/keycloak,main,refs/heads/,CarrettiPro/keycloak,#9017-pre-authorization-hook-for-client-policies,refs/heads/,2021-12-06,2021-12-06
Y3Vyc29yOjg2,keycloak,keycloak,https://github.com/keycloak/keycloak,22721,https://github.com/keycloak/keycloak/pull/8895,KEYCLOAK-15169 OAuth 2.0 Demonstrating Proof-of-Possession at the Application Layer (DPoP),8895,OPEN,true,30,27,keycloak/keycloak,main,refs/heads/,CarrettiPro/keycloak,KEYCLOAK-15169-DPoP,refs/heads/,2021-11-24,2021-11-24
Y3Vyc29yOjg2,keycloak,keycloak,https://github.com/keycloak/keycloak,22721,https://github.com/keycloak/keycloak/pull/8330,KEYCLOAK-18909 BUG: Use encryption keys rather than sig for crypto in SAML,8330,OPEN,false,15,15,keycloak/keycloak,main,refs/heads/,eosc-kc/keycloak,110,refs/heads/,2021-07-29,2021-07-29
Y3Vyc29yOjg2,keycloak,keycloak,https://github.com/keycloak/keycloak,22721,https://github.com/keycloak/keycloak/pull/8168,KEYCLOAK-18460 OIDC identity brokering is not working under JDK8 when using vault,8168,OPEN,false,1,1,keycloak/keycloak,main,refs/heads/,fischmat/keycloak,KEYCLOAK-18460,refs/heads/,2021-06-15,2021-06-15
Y3Vyc29yOjg2,keycloak,keycloak,https://github.com/keycloak/keycloak,22721,https://github.com/keycloak/keycloak/pull/8100,KEYCLOAK-17211 different kerberos for multiple ldap user storage,8100,OPEN,false,18,13,keycloak/keycloak,main,refs/heads/,bonky42/keycloak,KEYCLOAK-17211,refs/heads/,2021-05-27,2021-05-27
Y3Vyc29yOjg2,keycloak,keycloak,https://github.com/keycloak/keycloak,22721,https://github.com/keycloak/keycloak/pull/8018,KEYCLOAK-17851 change emailVerified User field with UserAttributeMappers (conditional trust email),8018,OPEN,false,11,11,keycloak/keycloak,main,refs/heads/,eosc-kc/keycloak,70-email-verification,refs/heads/,2021-05-10,2021-05-10
Y3Vyc29yOjg2,keycloak,keycloak,https://github.com/keycloak/keycloak,22721,https://github.com/keycloak/keycloak/pull/7365,KEYCLOAK-14055 Add SASL EXTERNAL authentication for LDAP federation,7365,OPEN,false,24,20,keycloak/keycloak,main,refs/heads/,Nordix/keycloak,ldap-starttls-sasl-external,refs/heads/,2020-08-24,2020-08-24
Y3Vyc29yOjkz,antlr,antlr4,https://github.com/antlr/antlr4,56600,https://github.com/antlr/antlr4/pull/3957,Compare atn sim output across targets,3957,OPEN,true,41,17,antlr/antlr4,dev,refs/heads/,parrt/antlr4,compare-ATN-sim-output,refs/heads/,2022-11-11,2022-11-11
Y3Vyc29yOjkz,antlr,antlr4,https://github.com/antlr/antlr4,56600,https://github.com/antlr/antlr4/pull/3870,[WIP]Typescript target,3870,OPEN,true,100,5,antlr/antlr4,dev,refs/heads/,ericvergnaud/antlr4,typescript-target,refs/heads/,2022-09-07,2022-09-07
Y3Vyc29yOjkz,antlr,antlr4,https://github.com/antlr/antlr4,56600,https://github.com/antlr/antlr4/pull/3842,Activate previously skipped tests in Go target.,3842,OPEN,false,7,1,antlr/antlr4,dev,refs/heads/,parrt/antlr4,add-in-ignored-go-tests,refs/heads/,2022-08-27,2022-08-27
Y3Vyc29yOjk1,eclipse-vertx,vert.x,https://github.com/eclipse-vertx/vert.x,19373,https://github.com/eclipse-vertx/vert.x/pull/4533,Add convenient Trust/KeyCertOptions wrap() methods,4533,OPEN,false,4,4,eclipse-vertx/vert.x,master,refs/heads/,alekkol/vert.x,new-store-options-wrap-methods,refs/heads/,2022-11-10,2022-11-10
Y3Vyc29yOjk1,eclipse-vertx,vert.x,https://github.com/eclipse-vertx/vert.x,19373,https://github.com/eclipse-vertx/vert.x/pull/4519,Allow hot reloading of certs through KeyCertOptions,4519,OPEN,false,16,14,eclipse-vertx/vert.x,master,refs/heads/,sarankk/vert.x,sk-oss/add-hot-reload-cert,refs/heads/,2022-10-25,2022-10-25
Y3Vyc29yOjk1,eclipse-vertx,vert.x,https://github.com/eclipse-vertx/vert.x,19373,https://github.com/eclipse-vertx/vert.x/pull/4508,Implement 103 early hints,4508,OPEN,true,5,5,eclipse-vertx/vert.x,master,refs/heads/,cavallium/vert.x,master,refs/heads/,2022-10-17,2022-10-17
Y3Vyc29yOjk1,eclipse-vertx,vert.x,https://github.com/eclipse-vertx/vert.x,19373,https://github.com/eclipse-vertx/vert.x/pull/4474,Allow vertx thread to be daemon,4474,OPEN,false,5,5,eclipse-vertx/vert.x,master,refs/heads/,Apache9/vert.x,daemon,refs/heads/,2022-09-08,2022-09-08
Y3Vyc29yOjk1,eclipse-vertx,vert.x,https://github.com/eclipse-vertx/vert.x,19373,https://github.com/eclipse-vertx/vert.x/pull/4471,Fix NPE in VertxImpl when the threadFactory is accessed before its assignment,4471,OPEN,false,2,2,eclipse-vertx/vert.x,master,refs/heads/,cescoffier/vert.x,move-thread-factory-assignment,refs/heads/,2022-09-07,2022-09-07
Y3Vyc29yOjk1,eclipse-vertx,vert.x,https://github.com/eclipse-vertx/vert.x,19373,https://github.com/eclipse-vertx/vert.x/pull/4453,Reloading SSL Configuration,4453,OPEN,false,27,12,eclipse-vertx/vert.x,master,refs/heads/,Hakky54/vert.x,master,refs/heads/,2022-08-10,2022-08-10
Y3Vyc29yOjk1,eclipse-vertx,vert.x,https://github.com/eclipse-vertx/vert.x,19373,https://github.com/eclipse-vertx/vert.x/pull/4373,Remove some lambda expressions,4373,OPEN,false,2,2,eclipse-vertx/vert.x,master,refs/heads/,geoand/vert.x,no-such-method-error,refs/heads/,2022-05-13,2022-05-13
Y3Vyc29yOjk4,apache,hadoop,https://github.com/apache/hadoop,167746,https://github.com/apache/hadoop/pull/5130,YARN-11371. [Federation] Refactor FederationInterceptorREST#createNewApplication\submitApplication Use FederationActionRetry.,5130,OPEN,false,5,5,apache/hadoop,trunk,refs/heads/,slfan1989/hadoop,YARN-11371,refs/heads/,2022-11-13,2022-11-13
Y3Vyc29yOjk4,apache,hadoop,https://github.com/apache/hadoop,167746,https://github.com/apache/hadoop/pull/5129,HDFS-16840. Add sp and ec policy opiton description about oiv in HDFSCommands.md,5129,OPEN,false,2,1,apache/hadoop,trunk,refs/heads/,haiyang1987/hadoop-1,HDFS-16840,refs/heads/,2022-11-13,2022-11-13
Y3Vyc29yOjk4,apache,hadoop,https://github.com/apache/hadoop,167746,https://github.com/apache/hadoop/pull/5128,HDFS-16839 It should consider EC reconstruction work when we determine if a node is busy,5128,OPEN,false,1,1,apache/hadoop,trunk,refs/heads/,Kidd53685368/hadoop,HDFS-16839,refs/heads/,2022-11-12,2022-11-12
Y3Vyc29yOjk4,apache,hadoop,https://github.com/apache/hadoop,167746,https://github.com/apache/hadoop/pull/5127,YARN-11239. Optimize FederationClientInterceptor audit log.,5127,OPEN,true,2,2,apache/hadoop,trunk,refs/heads/,slfan1989/hadoop,YARN-11239,refs/heads/,2022-11-12,2022-11-12
Y3Vyc29yOjk4,apache,hadoop,https://github.com/apache/hadoop,167746,https://github.com/apache/hadoop/pull/5126,YARN-11370. [Federation] Refactor MemoryFederationStateStore code.,5126,OPEN,true,2,2,apache/hadoop,trunk,refs/heads/,slfan1989/hadoop,YARN-11370,refs/heads/,2022-11-11,2022-11-11
