BASE,BREAKINGCHANGES,BROKENCLIENTS,BROKENUSES,CHANGEDFILES,CHECKEDCLIENTS,HEAD,IMPACTEDPACKAGES,NAME,NUMBER,OWNER,SECONDS
master,0,0,0,4,0,master,2,trino,14345,trinodb,91
master,0,0,0,15,0,ls/043-fuse-simple-aggregation-join,3,trino,14271,trinodb,105
master,0,0,0,1,0,fix_spill_unit_test,1,trino,14243,trinodb,67
master,0,0,0,2,0,hubert/add-use-access-checks,2,trino,14209,trinodb,84
master,0,0,0,6,0,kudi/view-owner-with-roles,3,trino,13991,trinodb,98
master,0,0,0,23,0,switch,6,trino,13980,trinodb,152
master,0,0,0,8,0,s3-directory-check,3,trino,13974,trinodb,106
master,2,3,7,159,26,david.stryker/delete-and-update-on-merge,24,trino,13926,trinodb,524
master,0,0,0,13,0,ebi/delta-gcs-log-synchronizer-explicit-storage-instantiation,3,trino,13895,trinodb,123
master,0,0,0,3,0,david.stryker/fix-merge-predicate-false,3,trino,13838,trinodb,102
master,2,1,18,49,26,hive-view-column-comment,11,trino,13800,trinodb,412
master,0,0,0,9,0,serafin/di-66,3,trino,13733,trinodb,104
master,0,0,0,18,0,snapshot-versioned-queries-v2,2,trino,13497,trinodb,83
master,0,0,0,10,0,ebi/iceberg-migrate-procedure,3,trino,13493,trinodb,102
master,0,0,0,6,0,franklyn/skew-join-visitor,1,trino,13401,trinodb,75
master,0,0,0,2,0,ebi/jdbc-is-valid,1,trino,13359,trinodb,71
master,0,0,0,4,0,feature/jdbc-ignoreBrokenCatalogs,1,trino,13311,trinodb,62
master,0,0,0,32,0,iceberg-rest-catalog,3,trino,13294,trinodb,100
master,0,0,0,10,0,issue-660-task-1,2,trino,13230,trinodb,94
master,0,0,0,10,0,async-refresh-token,2,trino,13201,trinodb,83
jetty-10.0.x,17,0,0,23,0,jetty-10.0.x-8695-update-quiche-to-0-15-0,6,jetty.project,8699,eclipse,108
master,0,0,0,5,0,DAT-7766,1,liquibase,3367,liquibase,39
master,0,0,0,2,0,2953-conditional-index-wrongly-generated-with-cli-generate-changelog-command,2,liquibase,3366,liquibase,63
master,0,0,0,1,0,DAT-11785,1,liquibase,3364,liquibase,127
master,0,0,0,3,0,fix-issue-3117,1,liquibase,3362,liquibase,43
master,0,0,0,2,0,2867-autoincrement-information-fix,1,liquibase,3361,liquibase,42
master,0,0,0,1,0,update-snakeyaml,0,liquibase,3359,liquibase,3
master,0,0,0,2,0,simple-include-path-fix,1,liquibase,3355,liquibase,38
master,0,0,0,1,0,hacktoberfest2022,1,liquibase,3350,liquibase,38
master,0,0,0,2,0,dependabot/maven/org.hsqldb-hsqldb-2.7.0,0,liquibase,3349,liquibase,4
master,0,0,0,2,0,DAT-10234,2,liquibase,3348,liquibase,61
master,0,0,0,2,0,issue/3299,1,liquibase,3342,liquibase,40
master,0,0,0,1,0,dependabot/maven/org.testcontainers-testcontainers-bom-1.17.5,0,liquibase,3341,liquibase,6
master,0,0,0,1,0,fix-stringutil-reference,1,liquibase,3338,liquibase,55
master,0,0,0,2,0,2555-postgresql-diffchangelog-dropping-sequences-erroneously,2,liquibase,3335,liquibase,74
master,0,0,0,7,0,DAT-9372,1,liquibase,3333,liquibase,50
master,0,0,0,2,0,dependabot/maven/net.snowflake-snowflake-jdbc-3.13.23,0,liquibase,3331,liquibase,4
master,0,0,0,3,0,2659-precondition-tableexists-crashes-h2-ok,2,liquibase,3329,liquibase,64
master,0,0,0,2,0,2254-support-datatype-for-createsequence-on-db2luw,1,liquibase,3328,liquibase,52
master,0,0,0,3,0,3069-how-to-specify-an-empty-rollback-using-sql-dialect,2,liquibase,3324,liquibase,64
master,0,0,0,1,0,master,1,liquibase,3316,liquibase,35
master,0,0,0,2,0,3204-comparecontrol-constructor-handles-input-strings-incorrectly,1,liquibase,3309,liquibase,36
master,0,0,0,5,0,drop-view-if-exists,1,liquibase,3301,liquibase,41
master,0,0,0,11,0,maven-command-framework-extracting-integration-framework,2,liquibase,3286,liquibase,40
master,0,0,0,8,0,maven-command-framework,1,liquibase,3285,liquibase,22
master,0,0,0,9,0,fix-issue-3250,1,liquibase,3274,liquibase,39
master,0,0,0,1,0,issue/3236,1,liquibase,3244,liquibase,43
3.10.x,0,0,0,5,0,3.10.x,1,liquibase,3203,liquibase,41
master,0,0,0,1,0,improve-test-system-error,0,liquibase,3185,liquibase,4
master,0,0,0,5,0,liquibase-3067-patch,1,liquibase,3108,liquibase,24
master,0,0,0,6,0,2256_SkipMissingChangelogsSpringLiquibase,1,liquibase,3081,liquibase,39
master,0,0,0,2,0,master,1,SpringBootCodeGenerator,136,moshowgame,14
master,15947,0,0,5,0,optimize_ilp_parser,2,questdb,2635,questdb,55
master,0,0,0,3,0,clean_up_props,1,questdb,2633,questdb,32
master,0,0,0,7,0,iso-week-utils,1,questdb,2632,questdb,35
master,0,0,0,10,0,pad-functions,1,questdb,2631,questdb,44
master,0,0,0,5,0,hacktoberfest-width_bucket,1,questdb,2630,questdb,38
master,0,0,0,9,0,fix-o3-commit-error-many-partitions,1,questdb,2627,questdb,32
master,0,0,0,9,0,issue-2422,1,questdb,2624,questdb,31
master,0,0,0,31,0,groupby_functions_inlining,1,questdb,2621,questdb,33
master,0,0,0,12,0,str_trim_function,1,questdb,2613,questdb,33
master,0,0,0,6,0,issue-2611,1,questdb,2612,questdb,39
master,0,0,0,4,0,starts_with_str_function,1,questdb,2608,questdb,44
master,0,0,0,10,0,ma/detach-active,1,questdb,2606,questdb,37
master,0,0,0,8,0,ln-math,1,questdb,2605,questdb,32
master,0,0,0,4,0,like,1,questdb,2594,questdb,32
master,0,0,0,28,0,bz_query_timeout_fix,1,questdb,2587,questdb,34
master,0,0,0,4,0,log10,1,questdb,2579,questdb,32
master,0,0,0,2,0,env-var-config-msg,1,questdb,2577,questdb,35
master,0,0,0,15,0,feat/lag-functions,1,questdb,2459,questdb,31
master,0,0,0,425,0,features/wal/wal-auto-apply,3,questdb,2457,questdb,76
master,0,0,0,42,0,feat/string-agg,1,questdb,2388,questdb,38
master,0,0,0,4,0,fix-request-mapping,1,springdoc-openapi,1878,springdoc,17
master,0,0,0,1,0,pr-1486-support-for-constraint-composition,1,springdoc-openapi,1834,springdoc,21
master,0,0,0,3,0,master,1,springdoc-openapi,1823,springdoc,17
main,0,0,0,3,0,main,1,fastjson2,830,alibaba,56
master,0,0,0,70,0,revert-2787-revert-2722-feature/jakarta-jaxb,4,ebean,2837,ebean-orm,97
master,32,0,0,52,3,feature/jackson-mapper-module,2,ebean,2828,ebean-orm,46
master,18,0,0,39,3,feature/json-node-module,2,ebean,2826,ebean-orm,44
master,0,0,0,2,0,bug-fetch-and-where-formula-join,1,ebean,2773,ebean-orm,33
master,0,0,0,5,0,fix-dbforeignkey-jointype,2,ebean,2759,ebean-orm,40
master,0,0,0,6,0,master,1,arthas,2322,alibaba,12
master,0,0,0,4,0,master-issue2283,1,arthas,2329,alibaba,10
master,0,0,0,1,0,master,1,easyexcel,2787,alibaba,27
developing,0,0,0,4,0,developing,2,easyexcel,2795,alibaba,28
trunk,0,0,0,1,0,oscs_fix_cd5s698au51t5k2gfii0,0,ambari,3410,apache,11
trunk,0,0,0,1,0,oscs_fix_cd6k7moau51v9d6g9n6g,0,ambari,3415,apache,25
trunk,0,0,0,1,0,oscs_fix_cd6lh98au51v9d6g9nag,0,ambari,3416,apache,10
trunk,0,0,0,122,0,add-ambari-metrics-common-services,0,ambari,3452,apache,12
trunk,0,0,0,3,0,ambari-9016,1,ambari,3481,apache,33
trunk,0,0,0,1,0,AMBARI-25777,0,ambari,3484,apache,10
main,0,0,0,35,0,issue/CAMEL-18698/multiple-component-data-types,2,camel,8694,apache,367
master,0,0,0,1,0,secure_tests,1,curator,437,apache,23
3.2,0,0,0,8,0,adaptiveLoadbalance,1,dubbo,10745,apache,45
3.2,0,0,0,1,0,10753,1,dubbo,10754,apache,56
3.2,7,0,0,29,1,tri-flow,1,dubbo,10811,apache,59
3.1,0,0,0,1,0,3.1-issue10851,0,dubbo,10853,apache,11
3.2,0,0,0,3,0,feature/modify_xds_subscribe,1,dubbo,10885,apache,80
3.1,0,0,0,4,0,fix/pu,3,dubbo,10894,apache,118
3.1,0,0,0,15,0,1110_coverage,1,dubbo,10920,apache,71
master,0,0,0,11,0,FLINK-13703,2,flink,20936,apache,355
master,0,0,0,1,0,29399,0,flink,20952,apache,12
master,2,0,0,3,25,FLINK-29351,2,flink,20984,apache,353
master,0,0,0,6,0,FLINK-18346,1,flink,20994,apache,235
master,0,0,0,5,0,FLINK-29551,1,flink,20996,apache,227
master,3,1,1,6,100,FLINK-29571,1,flink,21008,apache,612
master,0,0,0,3,0,FLINK-29501,2,flink,21023,apache,164
master,0,0,0,29,0,UnifyExecutor,1,flink,21040,apache,298
master,0,0,0,6,0,FLINK-29627_master,2,flink,21052,apache,303
master,0,0,0,33,0,FLINK-29635,4,flink,21059,apache,603
master,0,0,0,4,0,FLINK-29646,4,flink,21076,apache,511
master,0,0,0,6,0,add-scala-async-retry-helpers,1,flink,21077,apache,181
master,0,0,0,15,0,feature/flink-29545,2,flink,21080,apache,144
master,0,0,0,2,0,FLINK-29635-2,0,flink,21084,apache,12
master,0,0,0,5,0,FLINK-29587,1,flink,21094,apache,300
master,0,0,0,31,0,FLINK-29664,1,flink,21111,apache,331
master,0,0,0,40,0,flink-29710-hadoop-2.10.2,1,flink,21128,apache,189
master,0,0,0,3,0,FLINK-29234-deadlock,1,flink,21137,apache,175
master,1,0,0,2,0,FLINK-28330,1,flink,21147,apache,190
master,0,0,0,8,0,FLINK-29757,2,flink,21155,apache,294
master,0,0,0,3,0,ericxiao/FLINK-20578,1,flink,21156,apache,304
master,0,0,0,2,0,createlike_view,1,flink,21159,apache,301
master,0,0,0,58,0,FLINK-29665,1,flink,21162,apache,330
master,0,0,0,30,0,FLINK-19822,0,flink,21170,apache,13
release-1.15,0,0,0,4,0,bp-1.15-FLINK-29781,1,flink,21177,apache,191
master,0,0,0,20,0,desc_comment,4,flink,21182,apache,550
master,0,0,0,1,0,bugfix/fix-flaky-testTriggerAndDeclineCheckpointComplex,1,flink,21183,apache,169
master,1,0,0,9,15,historyserver-support-lazy-unzip,2,flink,21185,apache,521
master,0,0,0,7,0,hotfix/add-final-and-fix-typo,2,flink,21193,apache,301
master,1,1,1,59,10,drop-hive-sql-parser,5,flink,21195,apache,786
master,0,0,0,15,0,operatorcoordinator_metric,1,flink,21197,apache,138
master,3,0,0,11,25,FLINK-29767-schedule-strategy,1,flink,21199,apache,307
master,1,0,0,3,25,FLINK-29779,1,flink,21200,apache,307
master,0,0,0,41,0,calcite128,3,flink,21203,apache,311
master,0,0,0,36,0,pull/FLINK-28082,2,flink,21206,apache,469
master,0,0,0,34,0,pull/FLINK-25686,1,flink,21207,apache,259
master,0,0,0,5,0,FLINK-29818-test-available-unstable,1,flink,21209,apache,164
release-1.15,0,0,0,4,0,branch-29652,1,flink,21210,apache,190
release-1.15,0,0,0,10,0,branch-29653,1,flink,21212,apache,188
master,0,0,0,1,0,master,1,flink,21217,apache,168
master,0,0,0,13,0,FLINK-29849,2,flink,21219,apache,303
release-1.15,0,0,0,17,0,bp-1.15-FLINK-29849,2,flink,21222,apache,196
master,0,0,0,4,0,FLINK-29781,1,flink,21225,apache,303
master,0,0,0,4,0,FLINK-29492,3,flink,21226,apache,273
master,0,0,0,20,0,feat/FLINK-29870,1,flink,21233,apache,315
master,2,0,0,6,25,FLINK-29610,1,flink,21239,apache,310
master,0,0,0,1,0,rcsw-fix,1,flink,21256,apache,168
master,0,0,0,2,0,flink-sourcereader-accumulator,2,flink,21258,apache,127
master,0,0,0,43,0,f29928,5,flink,21264,apache,491
master,0,0,0,1,0,FLINK-29940,1,flink,21266,apache,176
master,4,0,0,7,25,expose_savepoint_format,1,flink,21269,apache,314
master,0,0,0,2,0,exclude-jamon-2-3,0,flink,21278,apache,12
master,0,0,0,50,0,FLINK-29966,0,flink,21280,apache,12
master,0,0,0,1,0,29969/checkpoint-root-cause,1,flink,21281,apache,168
master,0,0,0,3,0,FLINK-29975-partition-reuse,2,flink,21284,apache,187
master,0,0,0,25,0,hive-partition-keys,5,flink,21290,apache,1036
master,0,0,0,13,0,flink-table-bigdecimal,2,flink,21293,apache,159
master,0,0,0,4,0,FLINK-29704,1,flink,21294,apache,189
master,0,0,0,1,0,typo_retriable,1,flink,21295,apache,215
master,0,0,0,6,0,24235,3,flink,21296,apache,322
master,0,0,0,3,0,24679,1,flink,21297,apache,65
master,0,0,0,4,0,28165,1,flink,21298,apache,187
master,0,0,0,1,0,28427,1,flink,21299,apache,184
master,14,0,0,4,25,29423,1,flink,21300,apache,315
master,0,0,0,1,0,HBASE-27445,1,hbase,4846,apache,21
master,0,0,0,1,0,HBASE-27390_master,1,hbase,4853,apache,20
master,0,0,0,1,0,HBASE-27463,1,hbase,4863,apache,21
HBASE-27109/table_based_rqs,0,0,0,4,0,HBASE-27429,2,hbase,4864,apache,28
master,0,0,0,2,0,HBASE-27469,1,hbase,4865,apache,20
master,0,0,0,14,0,HBASE-27474,2,hbase,4868,apache,28
branch-2,0,0,0,1,0,HBASE-27309-branch-2,0,hbase,4870,apache,8
master,0,0,0,6,0,HBASE-27466,2,hbase,4874,apache,29
master,0,0,0,2,0,fix_tests,1,hbase,4876,apache,20
,0,0,0,0,0,,0,maven,830,apache,4
,0,0,0,0,0,,0,maven,831,apache,3
,0,0,0,0,0,,0,maven,833,apache,3
,0,0,0,0,0,,0,maven,839,apache,3
,0,0,0,0,0,,0,maven,840,apache,3
,0,0,0,0,0,,0,maven,841,apache,3
,0,0,0,0,0,,0,maven,843,apache,3
,0,0,0,0,0,,0,maven,845,apache,3
,0,0,0,0,0,,0,maven,848,apache,3
,0,0,0,0,0,,0,maven,849,apache,3
,0,0,0,0,0,,0,maven,852,apache,3
,0,0,0,0,0,,0,maven,860,apache,3
,0,0,0,0,0,,0,maven,861,apache,3
,0,0,0,0,0,,0,maven,864,apache,3
,0,0,0,0,0,,0,maven,866,apache,3
,0,0,0,0,0,,0,maven,867,apache,3
,0,0,0,0,0,,0,maven,868,apache,3
,0,0,0,0,0,,0,maven,869,apache,3
,0,0,0,0,0,,0,maven,870,apache,3
master,0,0,0,1,0,PARQUET-2190,1,parquet-mr,1006,apache,10
master,0,0,0,14,0,directDecrypt-PR,3,parquet-mr,1008,apache,22
master,0,0,0,2,0,nested-encr-info,1,parquet-mr,1009,apache,10
master,0,0,0,1,0,PARQUET-2213,1,parquet-mr,1010,apache,10
master,0,0,0,1,0,oscs_fix_cd42i58au51t5k2gffgg,0,pinot,9586,apache,8
master,1,0,0,3,1,fun_registry,2,pinot,9602,apache,128
master,1,0,0,15,1,type_args,6,pinot,9623,apache,315
master,85,0,0,26,1,plugin-metrics,2,pinot,9628,apache,149
master,0,0,0,12,0,multistage_distinct_agg,3,pinot,9630,apache,162
master,0,0,0,4,0,master,3,pinot,9636,apache,165
master,0,0,0,6,0,table_rebalance_status,2,pinot,9662,apache,96
master,0,0,0,8,0,fix-empty-result-metadata,2,pinot,9669,apache,158
master,0,0,0,2,0,dang/rebalance-noop,1,pinot,9684,apache,93
master,0,0,0,6,0,ui/show-segment-debug-details,0,pinot,9700,apache,9
master,0,0,0,13,0,config_multi_datadirs_instance_config,5,pinot,9705,apache,243
master,0,0,0,12,0,pr_optable_completeness,4,pinot,9707,apache,230
master,1,0,0,6,2,xuanyili/offlinePeersSecurity,5,pinot,9710,apache,261
master,0,0,0,13,0,kinesis-headers,3,pinot,9713,apache,57
master,6,0,0,37,1,query_killing,5,pinot,9727,apache,251
master,0,0,0,2,0,jadami/component-listing-fixes,0,pinot,9742,apache,9
master,0,0,0,7,0,join_hash_collision,1,pinot,9743,apache,93
master,0,0,0,2,0,weixiang-9683,1,pinot,9744,apache,93
master,0,0,0,2,0,github-fork/faster-hll-deserialization,1,pinot,9749,apache,96
master,0,0,0,10,0,reproducible-build,0,pinot,9750,apache,11
master,0,0,0,1,0,fix_controller_conf_zk_str,1,pinot,9751,apache,95
master,0,0,0,14,0,scheduler,2,pinot,9753,apache,161
master,0,0,0,3,0,reload-segment-update,0,pinot,9762,apache,9
master,0,0,0,1,0,dependabot/npm_and_yarn/pinot-controller/src/main/resources/loader-utils-1.4.1,0,pinot,9763,apache,10
master,0,0,0,1,0,jadami/spark-launcher-provided-upstream,0,pinot,9766,apache,9
master,0,0,0,5,0,load_immutable_segment_conditionally,1,pinot,9772,apache,99
master,0,0,0,15,0,send_test,1,pinot,9773,apache,95
master,0,0,0,5,0,inequi_joinfix,1,pinot,9775,apache,92
master,0,0,0,5,0,test_mailbox_receive,1,pinot,9776,apache,92
master,0,0,0,10,0,mailbox_receive_unit_tests,3,pinot,9778,apache,163
master,0,0,0,4,0,jadami/async-schema-loading,0,pinot,9781,apache,9
master,0,0,0,4,0,pr_add_join_tests,1,pinot,9782,apache,94
master,0,0,0,7,0,separate-helix-logs,0,pinot,9786,apache,9
develop,0,0,0,1,0,fix_batch_send_acl,1,rocketmq,5304,apache,71
develop,0,0,0,1,0,litepullconsumerSupportResetOffset,1,rocketmq,5321,apache,75
develop,0,0,0,1,0,new,1,rocketmq,5328,apache,73
develop,0,0,0,1,0,issue-5359,1,rocketmq,5360,apache,73
develop,0,0,0,2,0,issue-5257,1,rocketmq,5362,apache,75
develop,4,1,1,6,146,develop,2,rocketmq,5429,apache,1076
develop,0,0,0,1,0,develop-liuyazhou,1,rocketmq,5435,apache,119
develop,0,0,0,2,0,develop,2,rocketmq,5456,apache,280
develop,1,0,0,2,9,develop,1,rocketmq,5463,apache,55
develop,0,0,0,2,0,dev-8,1,rocketmq,5475,apache,224
develop,0,0,0,1,0,master,1,rocketmq,5476,apache,101
develop,0,0,0,1,0,develop,1,rocketmq,5477,apache,76
develop,0,0,0,1,0,rocketmq-5499,1,rocketmq,5500,apache,118
develop,0,0,0,1,0,fix/getOffsetInQueueByTime,1,rocketmq,5504,apache,78
develop,0,0,0,1,0,rocketmq-5507,1,rocketmq,5508,apache,44
develop,0,0,0,1,0,fix_BrokerOuterAPITest,1,rocketmq,5510,apache,137
develop,0,0,0,2,0,network,1,rocketmq,5513,apache,44
develop,0,0,0,1,0,rocketmq-5511,1,rocketmq,5514,apache,152
master,0,0,0,2,0,oscs_fix_cd42jm8au51t5k2gffj0,0,storm,3498,apache,5
master,0,0,0,2,0,oscs_fix_cd43dq8au51t5k2gffu0,0,storm,3500,apache,5
master,0,0,0,10,0,feature/master/joviegas_async_hang_bug,1,aws-sdk-java-v2,3535,aws,68
main,0,0,0,179,0,AzVersion_UpdateTestingVersions,1,azure-sdk-for-java,31504,Azure,133
main,0,0,0,108,0,update-spring-dependencies,1,azure-sdk-for-java,31730,Azure,170
main,0,0,0,1,0,main,0,azure-sdk-for-java,31732,Azure,65
main,0,0,0,3,0,increment-package-version-maps-1983330,0,azure-sdk-for-java,32104,Azure,53
master,0,0,0,1,0,master,0,simple-java-mail,424,bbottema,2
main,0,0,0,5,0,write-message-based-junit-formatter,1,cucumber-jvm,2638,cucumber,28
main,0,0,0,1,0,pickle-order,1,cucumber-jvm,2639,cucumber,24
master,0,0,0,1,0,master,1,cat,2256,dianping,10
master,0,0,0,70,0,require-non-null,2,docker-java,1981,docker-java,32
master,2,0,0,12,29,load_async,3,docker-java,1982,docker-java,471
master,0,0,0,2,0,dependabot/maven/jackson.version-2.14.0,0,docker-java,1994,docker-java,2
v5-dev,0,0,0,3,0,v5-dev,1,hutool,2684,dromara,16
v5-dev,0,0,0,2,0,v5-dev,1,hutool,2727,dromara,16
master,0,0,0,41,0,feat_master_br,14,chunjun,1374,DTStack,94
master,0,0,0,1,0,fix-#1334_orc_timestamp,0,chunjun,1383,DTStack,4
master,0,0,0,542,0,format,64,kubernetes-client,4517,fabric8io,8315
master,0,0,0,1,0,Tariqs-patch-1,1,kubernetes-client,4521,fabric8io,679
master,0,0,0,8,0,fix-4530,1,kubernetes-client,4536,fabric8io,253
master,0,0,0,7,0,issue-4543,1,kubernetes-client,4561,fabric8io,252
master,0,0,0,6,0,jdk-config,2,kubernetes-client,4570,fabric8io,253
master,0,0,0,1,0,snyk-fix-da5c6de72c7593ffef1d5045c8864cc0,0,ff4j,604,ff4j,3
master,0,0,0,1,0,snyk-fix-6eec1583487ee569d41fdaf5b51e343c,0,ff4j,609,ff4j,2
master,0,0,0,1,0,snyk-fix-c527d35091b2cada1f4c3ac3e4532de0,0,ff4j,610,ff4j,2
master,0,0,0,1,0,snyk-fix-87bf9fa55853f2f0cbcc1f96d33d6fe6,0,ff4j,612,ff4j,2
master,0,0,0,1,0,snyk-fix-7f805c2d249b8ea51b25d170830dd442,0,ff4j,615,ff4j,2
main,0,0,0,3,0,main,1,flowable-engine,3507,flowable,34
main,2,0,0,8,1,job-service-acquire-one-exclusive-external-worker-job-per-process-instance,3,flowable-engine,3510,flowable,96
main,0,0,0,18,0,task/change-abstract-script-evaluator-script-to-string,4,flowable-engine,3513,flowable,64
2.0.x,0,0,0,13,0,release-please--branches--2.0.x,0,google-api-java-client,2181,googleapis,2
main,0,0,0,14,0,release-please--branches--main,0,google-api-java-client,2182,googleapis,2
1.42.x,0,0,0,16,0,release-please--branches--1.42.x,0,google-http-java-client,1767,googleapis,2
main,0,0,0,17,0,release-please--branches--main,0,google-http-java-client,1768,googleapis,2
master,0,0,0,4,0,test_480750675,1,error-prone,3483,google,32
master,0,0,0,1,0,patch-1,1,error-prone,3493,google,50
master,0,0,0,1,0,test_482828608,1,error-prone,3503,google,20
master,0,0,0,1,0,improvement/simplify-symbol-lookup,1,error-prone,3504,google,22
master,0,0,0,1,0,laughing-train/Qodana/-331951670,1,error-prone,3519,google,50
master,0,0,0,7,0,test_486790249,1,error-prone,3529,google,50
master,0,0,0,2,0,fix-846-mem-thread-leak,1,google-java-format,847,google,31
master,0,0,0,1,0,return_nonzero,1,google-java-format,848,google,24
master,0,0,0,8,0,newline_config,1,gson,2231,google,11
master,0,0,0,2,0,jsonobject-is-empty,1,gson,2233,google,11
master,0,0,0,1,0,dependabot/maven/com.fasterxml.jackson.core-jackson-databind-2.14.0,0,gson,2234,google,2
master,0,0,0,1,0,dependabot/maven/kr.motd.maven-os-maven-plugin-1.7.1,0,gson,2235,google,2
master,0,0,0,4,0,fix_3720,2,guava,6218,google,13
master,0,0,0,1,0,#6217_Add_test_that_putIfAbsent_replaces_a_null_value_,1,guava,6225,google,11
master,0,0,0,10,0,master,2,guava,6232,google,21
main,0,0,0,59,0,jetty11,5,hawtio,2769,hawtio,173
helidon-2.x,2,0,0,47,0,oidc-multitenant,10,helidon,5168,helidon-io,123
helidon-3.x,2,0,0,32,0,4445-jms-nack,6,helidon,5327,helidon-io,60
helidon-3.x,0,0,0,42,0,openapi-ui-integration-3.x,5,helidon,5343,helidon-io,73
master,7,0,0,28,0,sonar-critical-issue,11,java-design-patterns,2168,iluwatar,115
master,0,0,0,11,0,feature1,3,java-design-patterns,2181,iluwatar,66
master,0,0,0,13,0,master,0,java-design-patterns,2194,iluwatar,3
master,0,0,0,24,0,u7239623_dci,0,java-design-patterns,2195,iluwatar,3
master,0,0,0,69,0,master,21,java-design-patterns,2272,iluwatar,204
master,0,0,0,41,0,dep/mockito-4.5,17,java-design-patterns,2316,iluwatar,171
master,0,0,0,6,0,dep/upgrade-h2,3,java-design-patterns,2317,iluwatar,45
master,1,0,0,6,0,dep/upgrade-camel,1,java-design-patterns,2318,iluwatar,49
master,0,0,0,2,0,dep/cleanup,0,java-design-patterns,2319,iluwatar,3
master,0,0,0,1,0,oscs_fix_cd3tanoau51of7vbl46g,0,heritrix3,534,internetarchive,2
master,0,0,0,1,0,oscs_fix_cd42jlgau51t5k2gffi0,0,heritrix3,535,internetarchive,2
master,0,0,0,1,0,oscs_fix_cd5c2voau51t5k2gfi30,0,heritrix3,536,internetarchive,2
master,0,0,0,1,0,oscs_fix_cd5s428au51t5k2gfig0,0,heritrix3,537,internetarchive,3
master,0,0,0,3,0,master,3,jacoco,1379,jacoco,46
master,0,0,0,5,0,unit-tests,2,javaparser,3729,javaparser,33
master,0,0,0,4,0,3586-method-declaration-duplicate-comments,2,javaparser,3733,javaparser,34
master,0,0,0,9,0,Exception-Messages,2,javaparser,3737,javaparser,35
master,3,0,0,2,100,layout-api-location-insert-clean,1,javaparser,3738,javaparser,1405
master,0,0,0,7,0,improvement/quick-javaparser-api,1,javaparser,3747,javaparser,30
master,0,0,0,29,0,java-platform-module-system,1,handlebars.java,1003,jknack,16
master,0,0,0,1,0,remove-shaded-commons-text,0,handlebars.java,1012,jknack,2
master,0,0,0,1,0,dependabot/maven/jetty-version-11.0.12,0,handlebars.java,1015,jknack,2
master,0,0,0,1,0,dependabot/maven/com.google.guava-guava-31.1-jre,0,handlebars.java,1022,jknack,2
master,0,0,0,17,0,jakarta-ee-update,3,handlebars.java,1024,jknack,43
master,0,0,0,2,0,dependabot/maven/org.apache.maven.plugins-maven-shade-plugin-3.4.1,0,handlebars.java,1025,jknack,2
master,0,0,0,1,0,feature/gradle-settings,0,jsonschema2pojo,1442,joelittlejohn,2
master,0,0,0,2,0,dependabot/gradle/jsonschema2pojo-gradle-plugin/example/android/com.fasterxml.jackson.core-jackson-databind-2.13.4.2,0,jsonschema2pojo,1443,joelittlejohn,2
master,0,0,0,2,0,dependabot/gradle/jsonschema2pojo-gradle-plugin/example/android/com.google.code.gson-gson-2.10,0,jsonschema2pojo,1444,joelittlejohn,2
master,0,0,0,1,0,patch-2,0,teavm,637,konsoletyper,4
master,3,0,0,2,13,master,1,morphia,2126,MorphiaOrg,85
master,0,0,0,1,0,dependabot/maven/reactor.version-3.5.0,0,feign,1827,OpenFeign,2
master,0,0,0,14,0,micrometerObservations,2,feign,1828,OpenFeign,12
master,0,0,0,12,0,interceptor-chaining,2,feign,1829,OpenFeign,11
master,0,0,0,1,0,dependabot/maven/org.apache.httpcomponents.client5-httpclient5-5.2,0,feign,1836,OpenFeign,2
master,0,0,0,1,0,oscs_fix_cd3nok8au51of7vbl3b0,0,brave,1348,openzipkin,2
master,0,0,0,1,0,oscs_fix_cd3nor0au51of7vbl3bg,0,brave,1349,openzipkin,2
master,0,0,0,7,0,sman-81-sortpom,0,logback,603,qos-ch,2
master,0,0,0,5,0,manifest_manual,0,slf4j,321,qos-ch,2
main,0,0,0,6,0,cache-null-values,2,quarkus,28575,quarkusio,112
2.13,0,0,0,2,0,2022-10-14-fix-28530,2,quarkus,28596,quarkusio,99
main,0,0,0,1,0,doc_create_extension_mojo_with_codestart_option,0,quarkus,28768,quarkusio,8
main,0,0,0,5,0,update-vale-rules,0,quarkus,28880,quarkusio,7
main,0,0,0,12,0,i28579-quarkustransaction-runner,2,quarkus,28903,quarkusio,131
main,0,0,0,51,0,compiledev,2,quarkus,28999,quarkusio,106
main,0,0,0,43,0,redis-search,2,quarkus,29081,quarkusio,117
main,0,0,0,1,0,main,0,quarkus,29085,quarkusio,8
main,1,0,0,28,93,warmup-stage,7,quarkus,29108,quarkusio,573
main,0,0,0,6,0,new-query-annotations,1,quarkus,29126,quarkusio,62
main,0,0,0,1,0,easiersync,0,quarkus,29131,quarkusio,7
2.14,3,0,0,66,0,2.14.1-backports-2,21,quarkus,29185,quarkusio,665
main,0,0,0,2,0,#16674,1,quarkus,29197,quarkusio,72
main,0,0,0,1,0,stork-guide-type,0,quarkus,29203,quarkusio,7
main,0,0,0,1,0,fix-stork-docs,0,quarkus,29204,quarkusio,7
master,0,0,0,1,0,dependabot/maven/org.springframework.boot-spring-boot-starter-parent-2.7.5,0,querydsl,3415,querydsl,3
master,0,0,0,8,0,master,0,querydsl,3419,querydsl,3
