BASE,BREAKINGCHANGES,BROKENCLIENTS,BROKENUSES,CHANGEDFILES,CHECKEDCLIENTS,HEAD,IMPACTEDPACKAGES,NAME,NUMBER,OWNER,SECONDS
master,0,0,0,4,0,oscs_fix_cd404qoau51of7vbl4j0,0,rest-assured,1637,rest-assured,3
master,0,0,0,1,0,oscs_fix_cd95anoau51q6ol1gurg,0,rest-assured,1644,rest-assured,2
dev,0,0,0,4,0,dev,3,TelegramBots,1137,rubenlagus,52
master,0,0,0,1,0,feat/ext_provider,1,sofa-ark,586,sofastack,26
master,0,0,0,3,0,oscs_fix_cd43hd0au51t5k2gfg00,0,sofa-jraft,892,sofastack,2
master,0,0,0,2,0,fix_issue_889,1,sofa-jraft,893,sofastack,29
master,0,0,0,2,0,rocksdb_7.7.3,1,sofa-jraft,896,sofastack,34
master,0,0,0,4,0,upgrade_rpc_590,1,sofa-rpc,1277,sofastack,20
master,0,0,0,4,0,triple_multi_classloader,1,sofa-rpc,1278,sofastack,23
main,0,0,0,342,0,polish-imports-core,1,spring-batch,4216,spring-projects,66
main,0,0,0,7,0,add-enhance-to-step,1,spring-batch,4220,spring-projects,839
main,0,0,0,1,0,BATCH-4182,0,spring-batch,4221,spring-projects,3
develop,1,0,0,18,26,feature/indicator-cache,2,ta4j,907,ta4j,83
develop,16,1,1,109,26,NumType,2,ta4j,909,ta4j,78
develop,0,0,0,2,0,patch-1,1,ta4j,915,ta4j,15
master,0,0,0,1,0,dependabot/maven/vjkit/com.fasterxml.jackson.core-jackson-databind-2.13.4.1,0,vjtools,205,vipshop,2
master,0,0,0,9,0,dependabot/maven/com.fasterxml.jackson.core-jackson-databind-2.13.4.1,0,high-performance-java-persistence,81,vladmihalcea,2
main,0,0,0,4,0,bugfix/1360-NPE-at-FeignLogbookLogger,1,logbook,1362,zalando,18
main,0,0,0,1,0,dependabot/maven/ch.qos.logback-logback-classic-1.4.4,0,logbook,1363,zalando,3
main,0,0,0,3,0,bugfix/1112-http5-comp,0,logbook,1373,zalando,2
