owner,name,stars,package,clients,mergedPrs,maven,gradle
apache,zeppelin,5662,org.apache.zeppelin:zeppelin-hazelcastjet,0,73,true,false
apache,zeppelin,5662,zeppelin-vis,95,73,true,false
apache,zeppelin,5662,org.apache.zeppelin:spark-scala-2.11,18,73,true,false
Alluxio,alluxio,5639,total,1370,11788,true,false
Alluxio,alluxio,5639,org.alluxio:alluxio-underfs-cosn,0,11788,true,false
Alluxio,alluxio,5639,org.alluxio:alluxio-underfs-hdfs,31,11788,true,false
Alluxio,alluxio,5639,org.alluxio:alluxio-assembly-client,1,11788,true,false
Alluxio,alluxio,5639,org.alluxio:alluxio-integration,0,11788,true,false
Alluxio,alluxio,5639,org.alluxio:alluxio-shell,133,11788,true,false
Alluxio,alluxio,5639,org.alluxio:alluxio-stress,0,11788,true,false
Alluxio,alluxio,5639,org.alluxio:alluxio-stress-common,1,11788,true,false
Alluxio,alluxio,5639,org.alluxio:alluxio-underfs-adl,0,11788,true,false
